Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Receptionist,Full Time,On-site,Dakahlia Group,"Nasr City, Cairo",Posted 2 days ago,23,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Administration,"['Admin', 'Communication', 'Microsoft', 'Microsoft Office', 'Administration', 'Office management']"
Motion Graphics Designer,Full Time,On-site,Creative Motion,"Maadi, Cairo",Posted 1 month ago,36,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe After Effects', 'Motion Graphics', 'Motion', 'VFX', 'graphics', '2D', '3D', 'compositing', 'After Effects', 'adobe', 'Adobe illustrator', 'Adobe Photoshop', 'Advertising', 'Design', 'Graphic Design', 'JavaScript']"
Account Sales,Full Time,Remote,Jawwid Academy,"Giza, Egypt",Posted 2 months ago,49,1 open position,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commission In Dollars",Business Development,"['Sales', 'sales skills', 'Sales Target', 'Customer Service', 'Communication', 'Experience']"
Senior Compliance Officer,Full Time,On-site,Chubb life Insurance,"Katameya, Cairo",Posted 26 days ago,33,1 open position,5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Annual Bonus Life Insurance Medical Insurance",Administration,"['Compliance', 'Law']"
Stock Controller supervisor,Full Time,On-site,First Capital Investment,"Cairo, Egypt",Posted 13 days ago,41,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['inventory', 'Inventory Management', 'Stock', 'Stock Control', 'Stock controller', 'Supply Chain', 'Logistics', 'English']"
Senior IT Business Analyst,Full Time,Hybrid,,"Cairo, Egypt",Posted 2 months ago,79,1 open position,4 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Business Analysis', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Software', 'Business Development']"
Sales Manager,Full Time,On-site,,"Cairo, Egypt",Posted 17 days ago,40,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,"Confidential, COMMESSIONS",Logistics/Supply Chain,"['Sales', 'sales skills', 'Sales Target', 'Customer Service', 'Sales Strategies']"
Arabic Instructor for foreign children students,Full Time,On-site,Fajr Center,"Nasr City, Cairo",Posted 2 months ago,51,5 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Training/Instructor,"['Education', 'Instructor']"
Product Manager,Full Time,On-site,Alarabia Group,"10th of Ramadan City, Cairo",Posted 13 days ago,19,1 open position,5 To 15 Years,Manager,Bachelor'S Degree,Confidential,Manufacturing/Production,"['Product', 'Product Management', 'product manager', 'Marketing', 'MBA', 'Communication', 'business', 'analytical', 'Sales', 'Skills']"
Office Manager,Full Time,On-site,East World,"Obour City, Cairo",Posted 27 days ago,69,1 open position,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"4000 To 7000 EGP Per Month, + Incentives",Administration,"['Administration', 'Management', 'Microsoft Office', 'Office management', 'Secretary', 'office']"
Male Front Desk/Receptionist:,Full Time,On-site,,"New Cairo, Cairo",Posted 2 days ago,10,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Free Transportation",Administration,"['Administration', 'Front desk', 'Office management', 'receptionist', 'Microsoft Office']"
Growth Marketing Manager,Full Time,Hybrid,ALX,"Maadi, Cairo",Posted 2 months ago,72,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,"Confidential, Salary Is In US $",Marketing/PR/Advertising,"['Communication', 'Branding', 'Marketing', 'Marketing Strategy', 'Planning', 'Marketing Campaigns', 'Social Media', 'Market Research', 'media']"
Telesales Agent,Full Time,On-site,Taeseer,"Maadi, Cairo",Posted 2 months ago,9,1 open position,1 To 2 Years,Experienced (Non-Manager),Not Specified,"6000 To 7000 EGP Per Month, Commission",Customer Service/Support,"['Sales', 'sales skills', 'Telesales', 'Customer Service', 'Communication', 'Arabic', 'Skills']"
Software Support Engineer,Full Time,On-site,,"Giza, Egypt",Posted 2 months ago,52,3 open positions,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Computer Science', 'Information Technology (IT)']"
Senior OD Specialist,Full Time,On-site,Monglish Academy,"Glim, Alexandria",Posted 6 days ago,Be the First to Apply,,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['HR', 'Performance Management', 'Organizational Development']"
MS Dynamics Functional Consultant F&O,Full Time,On-site,Point for HR consultant,"New Cairo, Cairo",Posted 9 days ago,9,2 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Dynamics 365', 'f&o', 'Information Technology (IT)', 'Microsoft dynamics 365', 'Microsoft Dynamics']"
Internal Auditor,Full Time,On-site,Sky Holding,"Maadi, Cairo",Posted 1 month ago,73,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Audit', 'Compliance', 'Finance', 'Financial Analysis', 'Planning', 'Internal Controls', 'Procedures', 'Financial', 'Auditing', 'Accounting']"
Office Manager - Giza,Full Time,On-site,Marbella For Food Industry,"6th of October, Giza",Posted 1 month ago,335,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Microsoft Office', 'Administration', 'Office Management', 'English', 'Admin', 'Admin Work', 'administrative', 'computer', 'Computer Skills', 'excel', 'Microsoft', 'Microsoft Word', 'Secretary', 'Skills', 'word']"
"General, Tax and Bank Accountants",Full Time,On-site,,"6th of October, Giza",Posted 24 days ago,124,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'English', 'ERP', 'ERP System', 'Finance', 'Financial Analysis', 'Microsoft Office', 'accountant']"
Mechanical Maintenance Engineer,Full Time,On-site,Mantrac,"Cairo, Egypt",Posted 5 days ago,516,26 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Annual Bonus Job Nature Allowance Service Capabilities Development Program Global Mobility Program",Engineering - Mechanical/Electrical,"['Maintenance', 'Mechanical', 'Engineering', 'Mechanical Engineering', 'Process', 'Mechanical Maintenance', 'Engineering Services']"
Engineer Maintenance - Mobiles,Full Time,On-site,Raya Distribution,"Dokki, Giza",Posted 25 days ago,18,5 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Customer Service/Support,"['Communication', 'quality', 'Skills', 'technical', 'Maintenance', 'Engineering']"
Service Administrator,Full Time,On-site,CRM,"Nasr City, Cairo",Posted 1 month ago,48,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['administrative', 'Administration', 'Assistant', 'Customer Care', 'Customer Service', 'MS Office', 'office', 'Office management', 'Management', 'Customer Support', 'Communication']"
"Senior Vendor Manager, Automotive Category",Full Time,information technology (it),Afaq Q Tech General Trading,"Riyadh, Saudi Arabia",Posted 2 days ago,Be the First to Apply,,Not Specified,Not Specified,Not Specified,Confidential,IT/Software Development,"['information technology (it)', 'computer science', 'engineering', 'sales', 'marketing', 'supply chain', 'management', 'operations', 'advertising', 'automotive', 'analysis', 'business']"
Senior Regulatory Affairs Specialist,Full Time,On-site,Macro Group,"Sheraton, Cairo",Posted 1 month ago,77,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Medical/Healthcare,"['Pharmaceutical', 'Pharmacy', 'regulatory', 'Regulatory Affairs']"
Sales Coordinator,Full Time,On-site,National Paints,"Obour City, Cairo",Posted 23 days ago,43,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Females Preferred,Administration,"['Administration', 'Business Administration', 'Sales coordinator', 'Coordinator', 'sales skills', 'Sales', 'Customer Service', 'Communication']"
Accountant,Full Time,On-site,Egypt Assistance,"Heliopolis, Cairo",Posted 4 days ago,105,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Microsoft Excel', 'Finance', 'Financial Analysis', 'Financial Management', 'English']"
HR Specialist Recruitment & OD,Full Time,On-site,Knoz Elhekma Company,"Cairo, Egypt",Posted 2 months ago,112,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,9000 To 11000 EGP Per Month,Human Resources,"['Business Administration', 'Human Resources (HR)', 'Organizational Development', 'Recruitment', 'Microsoft Office', 'Communication', 'Communication skills', 'Human Resources', 'HR']"
Sales Representative – ERP Systems,Full Time,On-site,Exceed,"Riyadh, Saudi Arabia",Posted 16 days ago,51,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['sales skills', 'Sales', 'Sales Target', 'Communication', 'Negotiation', 'ERP']"
Financial Director,Full Time,On-site,SAK Developments,"New Cairo, Cairo",Posted 2 months ago,200,1 open position,8 To 15 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Accounting/Finance,"['Financial Management', 'Financial Analysis']"
QC Manager,Full Time,On-site,GMC,"Maadi, Cairo",Posted 2 months ago,45,1 open position,15 To 18 Years,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Quality Control', 'Engineering', 'ISO 9001', 'QC', 'Quality Assurance']"
Senior Talent Acquisition Specialist,Full Time,On-site,Upwyde,"Sheikh Zayed, Giza",Posted 10 days ago,38,1 open position,4 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Quarter Bonus",Human Resources,"['Talent acquisition', 'Talent assessment', 'Applicant Tracking Systems', 'Recruitment', 'Interviewing', 'Hiring', 'Assessment']"
Senior Frontend Developer- Angular,Full Time,On-site,Egabi FSI,"Sheraton, Cairo",Posted 2 months ago,44,1 open position,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Computer Science', 'Information Technology (IT)', 'javaScript', 'CSS', 'CSS3', 'Software Development', 'Angular2+', 'Angular', 'Sass', 'UI', 'Development', 'OOP', 'REST', 'APIs', 'SEO', 'front-end', 'HTML5']"
Community Associate,Full Time,On-site,Regus,"Sheikh Zayed, Giza",Posted 1 month ago,14,3 open positions,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"7000 To 9000 EGP Per Month, Commissions And Bonus",Administration,"['Customer Service', 'Administration', 'Communication', 'Communication skills', 'Sales', 'sales skills', 'MS Office', 'MS', 'English']"
Social Media Specialist,Full Time,On-site,Inspire Contracting,"Maadi, Cairo",Posted 9 days ago,37,1 open position,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Digital', 'E-Marketing', 'digital media', 'Design', 'media', 'Online Marketing', 'Social Media']"
Trade Marketing Manager,Full Time,On-site,International Coffee Industries (Café Najjar Egypt),"Hawamdeyya, Giza",Posted 16 days ago,38,1 open position,5 To 7 Years,Manager,Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Communication', 'Communication skills', 'Market Research', 'Marketing', 'Management', 'FMCG', 'Retail', 'Social Media', 'Trade marketing', 'Sales']"
Pharmacist,Full Time,On-site,GROOVY Medical Spa,"New Cairo, Cairo",Posted 1 month ago,90,10 open positions,0 To 1 Year,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['Agent', 'Client Experience', 'Customer Experience', 'Customer Support', 'Customer Service', 'Communication', 'Pharmaceutical', 'Pharmacy', 'Medical', 'Sales']"
Tele Sales Representative for Accounting Services,Full Time,On-site,Landmarks consulting solutions CO,"Maadi, Cairo",Posted 3 days ago,10,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Communication skills', 'Sales', 'Sales Target', 'Skills', 'Customer Service', 'Communication', 'sales skills']"
Warehouse Specialist,Full Time,On-site,Shiny White Dental Center,"Cairo, Egypt",Posted 26 days ago,42,3 open positions,1 To 4 Years,Experienced (Non-Manager),Not Specified,Male,Accounting/Finance,"['Logistics', 'Medical', 'store', 'Store Keeping', 'Supply Chain', 'Warehousing', 'Logistics Operations', 'supply chain', 'Warehouse Management', 'Warehouse']"
Mobile Maintenance Technician (Cairo & Giza ),Full Time,On-site,realme,"Nasr City, Cairo",Posted 26 days ago,8,5 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Software Development', 'Troubleshooting', 'Installation', 'Mobile Maintenance', 'Maintenance']"
Technical Office Engineer,Full Time,On-site,,"Cairo, Egypt",Posted 19 days ago,58,5 open positions,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Revit', 'Revit MEP', 'Revit Architecture', 'Engineering Services', 'Technical Office', 'Engineering', 'Document Management']"
Trade Marketing Specialist (Alminya),Full Time,On-site,OPPO Egypt,"Menia, Minya",Posted 1 month ago,10,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['Microsoft Office', 'Trade Marketing', 'Marketing', 'Sales Skills', 'Sales', 'Communication Skills']"
Software Developer (Computer Vision AI-Based Applications),Full Time,Remote,,"Cairo, Egypt",Posted 2 months ago,92,4 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Information Technology (IT)', 'Computer Science', 'Engineering', 'Computer Engineering', 'Software Development', 'Software Engineering', 'Python', 'Software Architecture', 'Machine Learning', 'Linux', 'MacOS', 'iOS Development', 'c/c++ devleopment']"
Sales Associate,Full Time,On-site,Games 2 Egypt,"Giza, Egypt",Posted 20 days ago,100,2 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,8000 To 15000 EGP Per Month,Sales/Retail,"['Retail', 'Sales', 'sales skills', 'Customer Service', 'Communication', 'Games', 'console games']"
Sales Teamleader,Full Time,On-site,American Academy,"6th of October, Giza",Posted 22 days ago,13,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 20000 EGP Per Month, 2% Commission",Business Development,"['B2B', 'Communication skills', 'Sales', 'sales skills', 'Sales Target', 'English', 'Education', 'Marketing', 'Advertising', 'Skills', 'Communication', 'Customer Service']"
Head of Mechanical Technical Office,Full Time,On-site,EG Master,"Sheraton, Cairo",Posted 1 month ago,24,1 open position,8 To 10 Years,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Auto cad', 'Mechanical Engineering', 'HAP', 'Elite', 'Microsoft Office', 'AutoCAD', 'Design', 'Engineering', 'Fire Protection', 'HVAC', 'Mechanical', 'Plumbing', 'technical', 'Technical Office']"
Architect Technical Office Engineer,Full Time,On-site,Orient Egypt,"Dokki, Giza",Posted 12 days ago,62,2 open positions,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Engineering', 'Architectural Engineering', 'Architecture', 'Technical Office Engineering', 'BOQ', 'Finishing', 'concrete', 'Technical Office', 'shop drawing', 'AutoCAD', 'Drawing', 'Projects', 'Commercial', 'Revit Architecture', 'AutoCAD Architecture']"
Senior Sales Executive (Golf Cart Showroom),Full Time,On-site,RAYA Auto,"New Cairo, Cairo",Posted 28 days ago,12,4 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Sales Commission",Sales/Retail,"['Automotive', 'Sales', 'Communication', 'Communication skills', 'Negotiation', 'sales skills', 'Sales Target']"
Cashier - Kafr Alsheikh,Full Time,On-site,Matrix Sports Club,"Kafr Alsheikh, Egypt",Posted 6 days ago,Be the First to Apply,,3 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Cashier', 'Accounting', 'Finance', 'Financial Analysis', 'Finance Management']"
