Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country
Foreign Procurement Specialist,Full Time,on-site,MG,"Nasr City, Cairo",4,41,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing', 'supply', 'sap', 'microsoft', 'manufacturing', 'logistics']",both,311,3,5,Nasr City, Cairo
Foreign Purchasing & Logistics Coordinator,Full Time,on-site,Masry for Engineering & trading,"Nasr City, Cairo",28,131,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['foreign', 'foreign purchasing', 'logistics', 'supply chain', 'supply chain', 'purchasing', 'procurement', 'english']",Female,311,4,10,Nasr City, Cairo
Foreign Purchasing Specialist,Full Time,on-site,ABU ELKHER,"Heliopolis, Cairo",23,16,3,"Senior Management (CEO, GM, Director, Head)",Not Specified,10000 To 15000 EGP Per Month,Logistics/Supply Chain,"['purchasing', 'logistics', 'supply chain', 'shipping']",both,311,3,7,Heliopolis, Cairo
Foreign Purchasing Specialist,Full Time,on-site,Not Specified,"Haram, Giza",56,72,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'negotiation', 'negotiation', 'english language']",both,311,3,5,Haram, Giza
Foreign Purchasing Specialist,Full Time,on-site,Eshratex,"Bab Sharq, Alexandria",17,113,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'supply chain', 'purchasing specialist', 'purchasing']",both,311,2,5,Bab Sharq, Alexandria
Foreign Purchasing Specialist,Full Time,on-site,AJE,"6th of October, Giza",28,67,1,Experienced (Non-Manager),Not Specified,15000 To 20000 EGP Per Month,Logistics/Supply Chain,"['foreign purchasing', 'international purchasing']",both,311,1,3,6th of October, Giza
Foreign Purchasing and Logistics Specialist,Full Time,on-site,Kasrawy Group,"Abu Rawash, Giza",28,176,1,Experienced (Non-Manager),Not Specified,"Confidential, Incentive Monthly - Profit Share - Reward In Occasions - Transportations - Medical Insurance - Life Insurance - Training Programs",Logistics/Supply Chain,"['automotive', 'supply chain', 'logistics', 'procurement', 'purchasing', 'shipping', 'foreign purchasing']",both,311,2,5,Abu Rawash, Giza
Foreign purchasing,Full Time,on-site,El Teriak Industrial Group,"Zamalek, Cairo",19,178,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['foreign purchasing', 'logistics', 'foreign', 'enterprise resource planning', 'english', 'manufacturing', 'negotiation', 'procurement', 'purchasing', 'sourcing', 'supply chain']",both,311,5,10,Zamalek, Cairo
Free Zone Specialist,Full Time,on-site,Magnet,"Alexandria, Egypt",27,11,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['free zone', 'logistics']",both,311,2,6,Alexandria, Egypt
Head of External exhibitions Department,Full Time,on-site,"The Micro, Small & Medium Enterprise Development Agency","Nasr City, Cairo",56,38,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['exhibition', 'exhibition planning', 'project']",both,311,10,20,Nasr City, Cairo
Head of Internal exhibitions Department,Full Time,on-site,"The Micro, Small & Medium Enterprise Development Agency","Nasr City, Cairo",56,29,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['accounting', 'accounts payable', 'exhibition', 'exhibition planning', 'marketing']",both,311,10,20,Nasr City, Cairo
Heavy Trucks Fleet Supervisor,Full Time,on-site,GB Corp,"Abu Rawash, Giza",56,46,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'heavy trucks', 'spare parts', 'purchasing']",both,311,3,5,Abu Rawash, Giza
IDA Engineer,Full Time,on-site,Haier Electric Egypt,"10th of Ramadan City, Sharqia",1,1,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['ida', 'engineering']",both,311,5,7,10th of Ramadan City, Sharqia
IMPORT & EXPORT OPERATION SPECIALIST,Full Time,on-site,CAPRICORN,"Sheraton, Cairo",26,81,2,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['freight', 'import', 'logistics', 'shipping', 'supply chain', 'shipments']",both,311,1,10,Sheraton, Cairo
Import & Export Specialist,Full Time,on-site,Elkenany Group,"Giza, Egypt",28,40,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Logistics/Supply Chain,"['administration', 'suppliers', 'business administration', 'business', 'cargo', 'computer', 'export', 'import', 'logistics', 'english', 'supply chain']",Females Preferred,311,0,2,Giza, Egypt
Import & Foreign Purchasing Specialist,Full Time,on-site,ACFET,"Heliopolis, Cairo",28,108,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Logistics/Supply Chain,"['communication', 'communication', 'microsoft', 'logistics', 'supply chain', 'purchasing', 'business administration', 'procurement']",Females Preferred,311,0,2,Heliopolis, Cairo
Import Logistic Supervisor,Full Time,on-site,Not Specified,"Mohandessin, Giza",26,45,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['import', 'logistics', 'english', 'time', 'business', 'supply chain', 'communication']",Female,311,5,8,Mohandessin, Giza
Import Logistics Executive,Full Time,on-site,EUP,"Nasr City, Cairo",28,44,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['import operations', 'import', 'english', 'customs', 'customs regulations', 'logistics', 'operations']",both,311,3,5,Nasr City, Cairo
Import Officer,Full Time,on-site,Helal Group,"New Cairo, Cairo",28,54,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['import', 'export', 'english', 'communication', 'microsoft', 'logistics', 'supply chain']",both,311,1,2,New Cairo, Cairo
Import and Export Specialist,Full Time,on-site,Almosallamy fo,"10th of Ramadan City, Sharqia",56,67,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['cargo', 'communication', 'english', 'export', 'import', 'logistics', 'supply chain']",both,311,3,5,10th of Ramadan City, Sharqia
Import and export manager,Full Time,on-site,Rubex Egypt,"Bourj Alarab, Alexandria",10,27,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,0 To 0 EGP Per Month,Logistics/Supply Chain,"['export manager', 'import and export', 'export', 'import']",both,311,10,20,Bourj Alarab, Alexandria
International Operations Coordinator,Full Time,on-site,TUT E-commerce,"Maadi, Cairo",56,82,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'operations', 'business', 'communication', 'communication', 'project', 'projects', 'microsoft']",both,311,1,2,Maadi, Cairo
International Procurement,Full Time,on-site,Print4Pack,"6th of October, Giza",27,42,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus, Other",Logistics/Supply Chain,"['international trade', 'purchasing', 'procurement', 'supply chain', 'trade', 'logistics', 'international procurement', 'customs', 'customs clearance', 'clearance']",both,311,1,3,6th of October, Giza
International Supplier Specialist,Full Time,on-site,Nacita,"Smart Village, Giza",7,32,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'import', 'english', 'negotiation', 'logistics', 'supply chain']",both,311,2,4,Smart Village, Giza
Key Export Manager (European Countries),Full Time,on-site,MEDIC,"Garden City, Cairo",56,60,2,Manager,Not Specified,"Confidential, Incentives",Logistics/Supply Chain,"['logistics', 'supply chain', 'logistics sales', 'exporting', 'export sales', 'sales', 'communication', 'export', 'negotiation', 'negotiation', 'sales', 'english', 'communication']",both,311,4,6,Garden City, Cairo
Local Food Purchasing Supervisor,Full Time,on-site,Ghezaa Company,"New Cairo, Cairo",56,99,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['purchasing', 'procurement', 'supply chain', 'inventory', 'communication', 'negotiation', 'food', 'beverage']",Males Preferred,311,5,7,New Cairo, Cairo
Local Procurement Manager,Full Time,on-site,Green Liner,"10th of Ramadan City, Sharqia",10,114,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'procurement', 'purchasing', 'sourcing', 'supply chain', 'supply chain']",both,311,10,15,10th of Ramadan City, Sharqia
Local Purchasing Specialist,Full Time,on-site,Mamiba,"6th of October, Giza",28,106,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['local', 'local purchasing', 'logistics', 'procurement', 'purchasing', 'purchasing specialist', 'supply chain', 'business administration', 'communication', 'administration', 'communication', 'microsoft', 'negotiation', 'enterprise resource planning']",both,311,3,5,6th of October, Giza
Local Purchasing Specialist,Full Time,on-site,NCC X-calibur,"New Cairo, Cairo",28,133,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing', 'supply chain', 'construction', 'logistics']",both,311,2,5,New Cairo, Cairo
Local Purchasing Specialist,Full Time,on-site,EGYTRAFO,"Badr City, Cairo",23,56,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['engineering', 'erp system', 'enterprise resource planning', 'electrical engineering', 'procurement', 'supply chain', 'purchasing', 'logistics']",both,311,2,4,Badr City, Cairo
Local Purchasing and Logistics Officer,Full Time,on-site,Boysen Egypt,"6th of October, Giza",5,57,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['supply chain', 'logistics', 'logistics', 'logistics operations', 'purchasing', 'foreign purchasing', 'international purchasing', 'purchasing', 'procurement']",both,311,3,6,6th of October, Giza
Local and Foreign Purchasing Specialist,Full Time,on-site,Emessa Denim,"Beni Suef, Beni Suef",12,17,4,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'microsoft', 'negotiation', 'microsoft programs', 'microsoft excel', 'english', 'purchasing']",both,311,1,3,Beni Suef, Beni Suef
Logistic Coordinator,Full Time,on-site,Falcons International Trading & Marketing,"Cairo, Egypt",56,120,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['logistics', 'communication', 'software', 'supply chain', 'microsoft', 'data entry', 'enterprise resource planning', 'coordinator']",Male,311,3,5,Cairo, Egypt
Logistic Coordinator,Full Time,on-site,Professional Service - Proserv,"New Cairo, Cairo",19,73,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['english', 'supply chain', 'logistics']",Male,311,4,8,New Cairo, Cairo
Logistic Officer,Full Time,on-site,El Shrouk Co.,"Abbassia, Cairo",28,53,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Comission And Bounses",Logistics/Supply Chain,"['logistics', 'microsoft', 'logistics operations', 'operations', 'purchasing', 'supply chain', 'supply']",both,311,3,5,Abbassia, Cairo
Logistic Specialist,Full Time,on-site,El-Taisser Group,"New Nozha, Cairo",10,82,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['coordinator', 'logistics', 'logistics coordinator', 'microsoft', 'customer service']",both,311,2,3,New Nozha, Cairo
Logistic Specialist,Full Time,on-site,M&A Glass Processing Company,"6th of October, Giza",13,75,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'business administration', 'communication', 'purchasing']",both,311,1,3,6th of October, Giza
Logistic Specialist,Full Time,on-site,Adamco Pharm,"6th of October, Giza",26,92,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'communication']",both,311,1,3,6th of October, Giza
Logistic Specialist ( (Agriculture),Full Time,on-site,Boghdadya group,"Sheikh Zayed, Giza",28,90,20,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['export', 'logistics', 'operations', 'planning', 'freight', 'shipments', 'shipping']",Male,311,2,4,Sheikh Zayed, Giza
Logistics & Foreign Purchasing Senior Specialist,Full Time,on-site,IMOCO,"Nasr City, Cairo",17,102,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['foreign purchasing', 'export', 'import', 'manufacturing', 'supply chain', 'logistics', 'procurement', 'purchasing', 'enterprise resource planning']",both,311,7,,Nasr City, Cairo
Logistics & Supply Chain Specialist,Full Time,on-site,Not Specified,"Obour City, Cairo",27,115,1,Experienced (Non-Manager),Not Specified,"Confidential, Attractive Salary Incentive, Bouns Social Ins Transportation Nice Work Environment",Logistics/Supply Chain,"['chain', 'supply', 'logistics', 'supply chain', 'supply chain', 'procurement', 'purchasing']",both,311,3,5,Obour City, Cairo
Logistics Coordinator,Full Time,on-site,Egybrit,"Heliopolis, Cairo",19,49,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['supply chain', 'logistics operations']",both,311,1,2,Heliopolis, Cairo
Logistics Coordinator,Full Time,on-site,Zamil Steel Buildings Co,"6th of October, Giza",56,36,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Transportation & Medical,Social Insurance",Logistics/Supply Chain,"['logistics', 'air freight', 'customs cearance', 'supply chain', 'supply', 'communication', 'english', 'microsoft', 'freight forwarder']",both,311,2,3,6th of October, Giza
Logistics Coordinator,Full Time,on-site,EGMATICS,"Maadi, Cairo",29,110,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Logistics/Supply Chain,"['coordinator', 'logistics', 'logistics coordinator', 'supply chain', 'fleet', 'gps', 'transportation', 'administration', 'business administration']",Male,311,1,2,Maadi, Cairo
Logistics Coordinator,Full Time,on-site,EGMATICS,"Maadi, Cairo",28,109,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Logistics/Supply Chain,"['coordinator', 'logistics', 'logistics coordinator', 'supply chain', 'fleet', 'gps', 'transportation', 'administration', 'business administration']",Male,311,1,2,Maadi, Cairo
Logistics Coordinator,Full Time,on-site,Allamna Integrated Solutions,"Nasr City, Cairo",28,140,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['accounting', 'business', 'logistics', 'supply chain', 'foreign trade', 'fresh', 'freshgrad']",both,311,0,1,Nasr City, Cairo
Logistics Costing Clerk,Full Time,on-site,Fashion UK,"Cairo, Egypt",21,34,1,Entry Level (Junior Level / Fresh Grad),Not Specified,"300 To 400 USD Per Month, Social Insurance",Logistics/Supply Chain,"['enterprise resource planning', 'logistics', 'supply chain']",both,311,1,3,Cairo, Egypt
Logistics Executive,Full Time,on-site,GLOBAL FREIGHT & CUSTOMS CLEARANCE SERVICES,"Alexandria, Egypt",27,94,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Based On Experience",Logistics/Supply Chain,"['logistics', 'import / export', 'operations', 'supply chain']",both,311,0,3,Alexandria, Egypt
Logistics Executive,Full Time,on-site,Not Specified,"Maadi, Cairo",28,59,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['business administration', 'logistics', 'shipping', 'supply chain', 'negotiation', 'communication', 'enterprise resource planning']",both,311,5,10,Maadi, Cairo
Logistics Import Specialist,Full Time,on-site,EgyptianEuropean,"6th of October, Giza",28,49,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['import', 'logistics', 'customs clearance', 'communication', 'team player']",both,311,3,5,6th of October, Giza
Logistics Manager,Full Time,on-site,EGMED,"Sheraton, Cairo",24,190,1,Manager,Not Specified,"Confidential, 2 Months Incentive",Logistics/Supply Chain,"['logistics', 'custom clearance', 'supply chain']",both,311,5,,Sheraton, Cairo
Logistics Manager,Full Time,on-site,Bavaria Egypt,"Nozha, Cairo",56,338,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['supply', 'supply chain', 'logistics', 'shipping', 'shipping documents', 'microsoft']",both,311,7,12,Nozha, Cairo
Logistics Manager,Full Time,on-site,Green Foods,"Cairo, Egypt",56,192,1,Manager,Not Specified,15000 To 20000 EGP Per Month,Logistics/Supply Chain,"['logistics', 'analytical', 'business administration', 'supply chain']",both,311,1,5,Cairo, Egypt
Logistics Manager,Full Time,on-site,Hyundai Rotem,"New Cairo, Cairo",56,331,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain']",both,311,7,18,New Cairo, Cairo
Logistics Manager (Import&Export),Full Time,on-site,Not Specified,"10th of Ramadan City, Sharqia",25,155,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'import / export']",both,311,10,15,10th of Ramadan City, Sharqia
Logistics Officer (Out-bound),Full Time,on-site,Obegi Chemicals,"Maadi, Cairo",56,44,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['communication', 'enterprise resource planning', 'english', 'logistics', 'supply chain', 'purchasing', 'supply chain', 'import / export']",both,311,3,6,Maadi, Cairo
Logistics Operations Manager,Full Time,on-site,LONG HOANG MIDDLE EAST SHIPPING LLC,"New Cairo, Cairo",56,237,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics operations', 'operations', 'supply chain']",both,311,2,4,New Cairo, Cairo
Logistics Sales Executive,Full Time,on-site,Grand Ocean Logistics,"Cairo, Egypt",2,28,15,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Good Commission And Other Benefits",Logistics/Supply Chain,"['logistics sales', 'sales', 'logistics', 'freight forwarder', 'freight forwarding', 'shipping', 'communication', 'communication', 'industry', 'microsoft', 'microsoft', 'sales', 'english', 'supply chain', 'business', 'sales target']",both,311,3,15,Cairo, Egypt
Logistics Sales Executive,Full Time,on-site,Blue - line,"New Cairo, Cairo",28,20,10,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['sales', 'sales executive', 'logistics', 'logistics operations', 'sales target', 'customer relationship', 'crm software', 'executive', 'sales', 'software']",both,311,1,3,New Cairo, Cairo
Logistics Specialist,Full Time,on-site,Aller Aqua Egypt,"6th of October, Giza",28,119,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarterly Performance Bonus Transportation Medical, Life And Social Insurance",Logistics/Supply Chain,"['communication', 'english', 'excel', 'logistics', 'supply chain', 'microsoft', 'communication', 'purchasing', 'procurement', 'shipping', 'warehouse', 'import', 'export']",both,311,1,3,6th of October, Giza
Logistics Specialist,Full Time,on-site,Delta Medical Egypt,"Mokattam, Cairo",56,90,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain']",both,311,3,5,Mokattam, Cairo
Logistics Specialist,Full Time,on-site,Döhler Group,"6th of October, Giza",19,118,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'english', 'logistics', 'sap', 'supply', 'supply chain', 'food']",both,311,2,3,6th of October, Giza
Logistics Specialist,Full Time,on-site,International co for Electrical & Electronic Industries Electro George,"Abu Rawash, Giza",4,36,1,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Bonus",Logistics/Supply Chain,"['logistics', 'purchasing', 'shipping', 'supply chain', 'procurement', 'communication', 'microsoft', 'english', 'communication']",both,311,2,6,Abu Rawash, Giza
Logistics Specialist,Full Time,on-site,(Delta Textile Egypt),"Nasr City, Cairo",20,102,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'business administration', 'microsoft', 'procurement', 'purchasing', 'supply', 'operations', 'excel', 'administration']",both,311,2,4,Nasr City, Cairo
Logistics Specialist,Full Time,on-site,Ferrometalco steel construction,"Belbes, Sharqia",24,28,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'supply chain', 'transport', 'communication', 'supply', 'procurement', 'warehouse', 'purchasing']",both,311,2,3,Belbes, Sharqia
MRP Engineer,Full Time,on-site,Multi M Group,"khanka, Qalubia",56,22,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['engineering', 'mrp', 'mechanical engineering', 'planning', 'sap', 'production']",both,311,2,5,khanka, Qalubia
MRP Senior Specialist,Full Time,on-site,El Teriak Industrial Group,"Zamalek, Cairo",28,69,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'planning', 'manufacturing', 'supply chain', 'engineering', 'analysis']",both,311,3,5,Zamalek, Cairo
Maritime Boarding Agent - Alexandria,Full Time,on-site,Kadmar Group,"Alexandria, Egypt",56,44,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['cargo', 'vessel', 'shipping', 'logistics']",both,311,3,5,Alexandria, Egypt
Material Control Supervisor,Full Time,on-site,Rowad Modern Engineering,"6th of October, Giza",28,60,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['communication', 'quality assurance', 'engineering', 'material control', 'construction', 'enterprise resource planning', 'inventory', 'material', 'quality', 'quality control', 'supply chain']",both,311,7,,6th of October, Giza
Material Planner,Full Time,on-site,Awazel,"Cairo, Egypt",28,61,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['material planning', 'logistics', 'inventory', 'material', 'planning', 'supply chain', 'sap', 'warehouse', 'enterprise resource planning']",both,311,3,5,Cairo, Egypt
Material and Production Planning Engineer,Full Time,on-site,Kandil Glass,"10th of Ramadan City, Cairo",23,126,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['cpim', 'cscp', 'engineering', 'enterprise resource planning', 'industrial', 'manufacturing', 'mechanical', 'planning', 'supply', 'supply chain', 'production']",both,311,3,5,10th of Ramadan City, Cairo
Mechanical Procurement Engineer,Full Time,on-site,ZAD MEP,"Cairo, Egypt",28,31,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['mechanical engineering', 'autocad', 'supply chain', 'contracting', 'procurement', 'purchasing', 'mechanical', 'logistics']",both,311,2,5,Cairo, Egypt
Operations Coordinator,Full Time,on-site,Extend for IT solutions,"Maadi, Cairo",14,49,5,Experienced (Non-Manager),High School (Or Equivalent),"12000 To 15000 EGP Per Month, 0",Logistics/Supply Chain,"['data analysis', 'operations', 'pivot tables']",both,311,3,5,Maadi, Cairo
Operations Coordinator - Classification,Full Time,on-site,Intaj Alamal,"Maadi, Cairo",6,60,1,Experienced (Non-Manager),Not Specified,7000 To 20000 SAR Per Month,Logistics/Supply Chain,"['administration', 'logistics', 'english', 'customs clearance', 'communication']",both,311,1,5,Maadi, Cairo
Operations Coordinator – Delivery Orders,Full Time,on-site,Intaj Alamal,"Maadi, Cairo",5,89,1,Experienced (Non-Manager),Not Specified,7000 To 20000 SAR Per Month,Logistics/Supply Chain,"['customer service', 'logistics', 'english', 'operations']",both,311,1,5,Maadi, Cairo
Operations Coordinator – Delivery Orders,Full Time,on-site,Intaj Alamal,"Maadi, Cairo",6,89,1,Experienced (Non-Manager),Not Specified,7000 To 20000 SAR Per Month,Logistics/Supply Chain,"['customer service', 'logistics', 'english', 'operations']",both,311,1,5,Maadi, Cairo
Operations Executive,Full Time,on-site,NAS FOR SHIPPING AND INTERNATIONAL TRADING,"Bab Sharq, Alexandria",28,74,2,Experienced (Non-Manager),Not Specified,"Confidential, Fixed Salary And Commission",Logistics/Supply Chain,"['freight forwarding', 'logistics', 'supply chain', 'operations']",both,311,3,10,Bab Sharq, Alexandria
Opertation,Full Time,on-site,Blue Sky Logistics,"Cairo, Egypt",28,55,2,Experienced (Non-Manager),Not Specified,6000 To 10000 EGP Per Month,Logistics/Supply Chain,"['opertions', 'supply chain', 'shipment', 'logistics']",both,311,1,3,Cairo, Egypt
Overseas Specialist,Full Time,on-site,Grand Ocean Logistics,"Cairo, Egypt",2,17,5,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 15000 EGP Per Month, Starting From EGP 10000",Logistics/Supply Chain,"['logistics', 'overseas', 'import operation', 'computer', 'contracts', 'foreign procurement', 'inventory', 'microsoft']",both,311,3,15,Cairo, Egypt
Payment Order Specialist,Full Time,on-site,UNICARE Medical Care & Centers,"Dokki, Giza",17,17,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['supply chain', 'logistics', 'communication', 'customer service', 'purchasing']",both,311,1,,Dokki, Giza
Pharmaceutical Supply Chain Manager,Full Time,on-site,Not Specified,"Heliopolis, Cairo",56,264,1,Manager,Master'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'chain', 'supply chain']",both,311,7,10,Heliopolis, Cairo
Planning Engineer,Full Time,on-site,Print4Pack,"6th of October, Giza",4,18,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Overtime, Bonus",Logistics/Supply Chain,"['engineering', 'materials', 'industrial', 'planning', 'scheduling', 'computer-aided design']",both,311,3,10,6th of October, Giza
Planning Engineer,Full Time,on-site,Arma Non Food,"10th of Ramadan City, Cairo",28,104,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['planning', 'fast-moving consumer goods', 'mechanical', 'industrial', 'engineering', 'english']",both,311,1,3,10th of Ramadan City, Cairo
Planning Manager,Full Time,on-site,Dakahlia Group,"Nasr City, Cairo",28,129,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['planning', 'production planning', 'material planning', 'supply chain', 'supply chain', 'chain', 'supply']",both,311,6,10,Nasr City, Cairo
Planning Manager,Full Time,on-site,Dakahlia Group,"Nasr City, Cairo",28,128,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['planning', 'production planning', 'material planning', 'supply chain', 'supply chain', 'chain', 'supply']",both,311,6,10,Nasr City, Cairo
Planning Officer,Full Time,on-site,Dabur,"10th of Ramadan City, Cairo",28,78,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'planning', 'business planning', 'microsoft', 'english']",both,311,2,4,10th of Ramadan City, Cairo
Planning and logistics Engineer,Full Time,on-site,Boysen Egypt,"6th of October, Giza",28,42,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics operations', 'planning', 'logistics', 'supply chain']",both,311,5,7,6th of October, Giza
Procurement Engineer,Full Time,on-site,Deutschland Technology Limited,"Obour City, Cairo",28,101,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['engineering', 'procurement', 'purchasing', 'english', 'microsoft', 'mechanical engineering', 'electrical engineering', 'microsoft outlook', 'microsoft word', 'microsoft powerpoint(ppt)', 'electromechanical', 'supply chain', 'mechanical']",both,311,1,2,Obour City, Cairo
Procurement Manager,Full Time,on-site,Not Specified,"Alexandria, Egypt",17,98,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'supply chain', 'supply', 'procurement', 'enterprise resource planning', 'logistics', 'business administration', 'administration', 'english', 'microsoft', 'supply chain']",both,311,10,15,Alexandria, Egypt
Procurement Manager,Full Time,on-site,Not Specified,"Zamalek, Cairo",19,399,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'procurement', 'machinery', 'foreign purchasing', 'raw materials', 'spare parts', 'logistics', 'supply chain', 'mrp', 'ckd', 'production lines', 'excel', 'computer', 'english', 'communication', 'microsoft word', 'negotiation', 'word']",both,311,10,,Zamalek, Cairo
Procurement Manager,Full Time,on-site,Delicious Food Factory,"Cairo, Egypt",13,182,1,Manager,Bachelor'S Degree,,Logistics/Supply Chain,"['administration', 'business administration', 'engineering', 'enterprise resource planning', 'logistics', 'microsoft', 'procurement', 'procurement', 'purchasing', 'supply chain']",Male,311,5,,Cairo, Egypt
