Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country,Applicant_per_position
Mechanical technical office and proposal engineer,Full Time,on-site,System Technique,"Abu Rawash, Giza",28,16,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'design', 'plumbing', 'computer', 'autocad', 'heating, ventilation, and air conditioning', 'mechanical']",both,312,3,4,Abu Rawash, Giza,16
Mechanical technical office and proposal engineer,Full Time,on-site,System Technique,"Abu Rawash, Giza",28,15,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'design', 'plumbing', 'computer', 'autocad', 'heating, ventilation, and air conditioning', 'mechanical']",both,312,3,4,Abu Rawash, Giza,15
Outfitting Mechanical Engineer,Full Time,on-site,Samcrete Engineers & contractors,"Port Said, Egypt",28,6,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'manufacturing']",both,312,3,7,Port Said, Egypt,3
Planning Section Head,Full Time,on-site,SHM Industries,"Obour City, Cairo",28,27,1,Manager,Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechanical', 'mechanical engineering', 'sap', 'primavera', 'project professional', 'planning']",both,312,8,12,Obour City, Cairo,27
Power electrical engineer,Full Time,on-site,electrotech,"Victoria, Alexandria",56,47,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['engineer', 'engineering', 'electrical power engineer']",Female,312,1,3,Victoria, Alexandria,47
Pre Sales Engineer (light current system),Full Time,on-site,Dtec,"Heliopolis, Cairo",20,37,1,Experienced (Non-Manager),Not Specified,7000 To 10000 EGP Per Month,Engineering - Mechanical/Electrical,"['engineering', 'light current', 'light current system', 'sales', 'switching', 'sales', 'light']",both,312,1,3,Heliopolis, Cairo,37
Process Engineer,Full Time,on-site,Not Specified,"Giza, Egypt",14,31,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['engineering', 'electrical engineering', 'mechatronics engineering', 'manufacturing process', 'production process', 'mechanical engineering', 'process']",Male,312,5,7,Giza, Egypt,31
Process Engineer,Full Time,on-site,Not Specified,"Giza, Egypt",13,30,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['engineering', 'electrical engineering', 'mechatronics engineering', 'manufacturing process', 'production process', 'mechanical engineering', 'process']",Male,312,5,7,Giza, Egypt,30
Process Engineer,Full Time,on-site,3Brothers,"10th of Ramadan City, Cairo",26,76,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechatronics', 'mechanical engineering', 'mechanical']",both,312,0,1,10th of Ramadan City, Cairo,76
Production Engineer,Full Time,on-site,Multi M Group,"Qalubia, Egypt",13,84,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical', 'engineering', 'furniture', 'mechanical engineering', 'production', 'sap', 'lean', 'manufacturing', 'communication', 'chemical', 'computer-aided design']",both,312,2,3,Qalubia, Egypt,84
Production Manager,Full Time,on-site,Omega for Mechanical and Electrical Consultation and Contracting,"15th May City, Cairo",19,57,1,Manager,Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical', 'mechanical', 'manufacturing', 'production', 'abb products']",both,312,7,10,15th May City, Cairo,57
Production Welding Engineer,Full Time,on-site,Samcrete Engineers & contractors,"Port Said, Egypt",28,15,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['manufacturing', 'mechanical engineering', 'production', 'production engineer', 'engineering', 'engineer']",both,312,3,5,Port Said, Egypt,15
Project Engineer | water treatment and wastewater projects,Full Time,on-site,Devash control system,"Mohandessin, Giza",28,25,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'project', 'water treatment', 'water', 'engineering']",both,312,3,5,Mohandessin, Giza,12
Project Senior Electrical Engineer,Freelance / Project,on-site,Saint-Gobain,"Ain Sokhna, Suez",28,50,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'engineering', 'electrical', 'electrical engineer', 'engineer', 'project', 'project', 'computer-aided design', 'manufacturing', 'communication']",both,312,7,10,Ain Sokhna, Suez,50
Proposal Engineer,Full Time,on-site,IETOS,"Sheraton, Cairo",28,28,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'infrastructure', 'wastewater', 'communication', 'proposal engineer', 'water treatment', 'proposal', 'microsoft']",both,312,3,5,Sheraton, Cairo,28
Proposal Engineer,Full Time,on-site,Measuresoft oil and gas Services,"New Cairo, Cairo",56,31,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'mechanical engineering', 'gas']",both,312,4,7,New Cairo, Cairo,31
Quality Control,Full Time,on-site,Firoz Group,"Obour City, Cairo",56,23,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['mechanical', 'engineering', 'quality', 'quality control', 'quality assurance', 'time']",both,312,1,3,Obour City, Cairo,23
"Quality Control Manager, Electrical Engineer – LV ABB Panel Builder",Full Time,on-site,Not Specified,"10th of Ramadan City, Cairo",9,22,1,Manager,Not Specified,"Confidential, Annual Bounce",Engineering - Mechanical/Electrical,"['electrical', 'electrical engineering', 'engineering', 'abb', 'quality control', 'panel builder', 'senior']",both,312,4,8,10th of Ramadan City, Cairo,22
Quality Engineer,Full Time,on-site,Samcrete Engineers & contractors,"Port Said, Egypt",28,5,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['quality control', 'engineering', 'mechanical', 'industry']",both,312,5,7,Port Said, Egypt,2
Quality Engineer,Full Time,on-site,Marmonil Marble & Granite,"Katameya, Cairo",4,21,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['quality assurance', 'quality', 'engineering', 'engineer', 'quality control', 'quality engineer', 'iso', 'iso 9001', 'lean', 'mechanical', 'six sigma', 'english', 'lean six sigma', 'mechanical engineering', 'communication', 'quality']",Male,312,1,3,Katameya, Cairo,21
R&D Cost Engineer,Full Time,on-site,Midea Group,"6th of October, Giza",28,54,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['cost', 'engineering', 'mechanical engineering', 'r&d']",both,312,1,3,6th of October, Giza,54
Reliability Engineer,Full Time,on-site,Sukari Gold Mines,"Red Sea, Egypt",9,42,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['reliability engineer', 'site reliability']",both,312,3,5,Red Sea, Egypt,21
Sales Director,Full Time,on-site,Not Specified,"Maadi, Cairo",28,29,1,Manager,Not Specified,Confidential,Engineering - Mechanical/Electrical,"['sales director', 'engineering', 'sales', 'leadership', 'sales target', 'business']",both,312,6,10,Maadi, Cairo,29
Sales Electrical Engineer,Full Time,on-site,ElNassera Group,"Obour City, Cairo",3,,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['communication', 'lighting', 'electrical engineering', 'sales', 'manufacturing', 'industry']",both,312,2,3,Obour City, Cairo,
Sales Engineer,Full Time,on-site,Value Tech,"6th of October, Giza",56,20,1,Experienced (Non-Manager),Not Specified,"Confidential, Commission And Bonuses",Engineering - Mechanical/Electrical,"['engineering', 'mechanical engineering', 'sales', 'sales target', 'communication', 'english', 'business administration']",both,312,10,15,6th of October, Giza,20
Sales Engineer,Full Time,on-site,Smart Group,"Nozha, Cairo",21,18,3,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'sales engineer', 'communication', 'sales', 'sales target']",both,312,3,5,Nozha, Cairo,6
Sales Engineer,Full Time,on-site,Omega for Mechanical and Electrical Consultation and Contracting,"Downtown, Cairo",19,6,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['sales', 'electrical', 'sales target', 'abb products']",both,312,3,5,Downtown, Cairo,2
Sales Engineer,Full Time,on-site,Dar El Meyah For Supplies and Contracting,"Cairo, Egypt",56,12,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'sales target', 'sales', 'negotiation', 'negotiation', 'sales', 'communication']",both,312,2,5,Cairo, Egypt,4
Sales Engineer,Full Time,on-site,Not Specified,"Azbakia, Cairo",56,13,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'sales', 'sales', 'selling', 'sales target', 'software', 'software development', 'presentation', 'communication']",both,312,1,3,Azbakia, Cairo,6
Sales Engineer,Full Time,on-site,I.D.M Technologies,"Alexandria, Egypt",56,28,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'sales target', 'sales', 'sales', 'electrical engineering', 'mechanical engineering', 'electrical', 'target', 'mechanical']",both,312,2,5,Alexandria, Egypt,28
Sales Engineer,Full Time,on-site,Brilliant Engineering,"6th of October, Giza",3,,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['communication', 'business development']",both,312,1,7,6th of October, Giza,
Sales Engineer,Full Time,on-site,Tartoussieh Engineering & Trading Co,"Heliopolis, Cairo",6,38,2,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Commotions",Engineering - Mechanical/Electrical,"['engineer', 'sales', 'sales', 'microsoft']",both,312,1,3,Heliopolis, Cairo,19
Sales Engineer,Full Time,on-site,Saif international,"Nasr City, Cairo",6,7,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Confidential",Engineering - Mechanical/Electrical,"['engineering', 'sales', 'sales target', 'mechanical, electrical, and plumbing (mep)', 'air conditioning', 'computer-aided design', 'communication', 'communication', 'excel', 'power', 'sales', 'english']",both,312,3,,Nasr City, Cairo,3
Sales Engineer,Full Time,on-site,Not Specified,"Maadi, Cairo",28,6,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'english', 'industrial', 'machinery', 'mechanical', 'production engineering', 'production', 'sales', 'sales']",both,312,2,3,Maadi, Cairo,6
Sales Engineering,Full Time,on-site,Saif international,"Nasr City, Cairo",7,21,3,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'sales', 'sales target', 'mechanical, electrical, and plumbing (mep)', 'air conditioning', 'computer-aided design', 'communication', 'communication', 'excel', 'power', 'sales']",both,312,1,4,Nasr City, Cairo,7
Sales Support Engineer,Full Time,on-site,Deutschland Technology Limited,"Obour City, Cairo",10,25,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'mep', 'mechanical', 'microsoft', 'microsoft', 'engineering', 'sales suppprt', 'fire fighting', 'english']",both,312,1,2,Obour City, Cairo,25
Senior Electrical / Solar Tender Engineer,Full Time,on-site,GTCI Constructors,"Heliopolis, Cairo",6,7,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['tendering', 'proposals', 'autocad', 'construction', 'electrical', 'electrical engineering', 'power', 'sales']",both,312,5,8,Heliopolis, Cairo,7
Senior Electrical Design Engineer,Full Time,on-site,Power House Egypt,"6th of October, Giza",56,25,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'electrical design', 'electrical engineering', 'engineering', 'plc', 'programming', 'design', 'electrical', 'plc basics (siemens) programming', 'electrical standards', 'lv panels design']",both,312,4,6,6th of October, Giza,25
Senior Electrical Design Engineer,Full Time,on-site,Ideas,"Nasr City, Cairo",26,37,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['design', 'electrical', 'electrical engineering', 'engineering', 'revit', 'autocad']",both,312,5,6,Nasr City, Cairo,37
Senior Electrical Design Engineer,Full Time,on-site,Raafat Miller Consulting,"Dokki, Giza",56,17,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['building information modeling', 'revit mep', 'design']",both,312,6,10,Dokki, Giza,8
Senior Electrical Engineer,Full Time,on-site,Not Specified,"10th of Ramadan City, Sharqia",13,30,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical', 'electrical engineering', 'engineering', 'printing', 'paper', 'packing']",both,312,4,9,10th of Ramadan City, Sharqia,30
Senior Electrical Engineer,Full Time,on-site,Afniah Consulting Engineering,"Heliopolis, Cairo",56,76,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Salary In Dollars",Engineering - Mechanical/Electrical,"['electrical', 'electrical engineering', 'engineering', 'design', 'revit', 'power', 'lighting', 'autocad']",both,312,8,10,Heliopolis, Cairo,76
Senior Electrical Procurement & QS Engineer,Full Time,on-site,MIG - Masrya International Group for engineering & contracting S.A.E,"New Cairo, Cairo",56,38,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'revit', 'drawing', 'contracting', 'procurement']",both,312,4,7,New Cairo, Cairo,38
Senior Electrical QS Engineer,Full Time,on-site,Atrium Egypt,"Cairo, Egypt",28,30,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'electrical qs', 'qs', 'electrical', 'engineering', 'qs engineer']",both,312,5,7,Cairo, Egypt,30
Senior Electrical Site Engineer,Full Time,on-site,ORC,"New Cairo, Cairo",14,70,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'construction', 'electrical engineering', 'electrical', 'low current systems', 'low current', 'engineering']",both,312,10,12,New Cairo, Cairo,70
Senior Electrical Site Engineer (Data Centers),Full Time,on-site,Meinhardt Egypt,"New Cairo, Cairo",56,199,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['electrical', 'engineering', 'electrical engineering', 'projects', 'site', 'communication', 'autocad', 'communication', 'design', 'mep']",both,312,12,15,New Cairo, Cairo,199
Senior Electrical Technical Office Engineer,Full Time,on-site,GMC,"Maadi, Cairo",56,36,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'electrical engineering', 'shop drawings', 'electrical']",both,312,7,10,Maadi, Cairo,18
Senior Electrical Technical Office Engineer,Full Time,on-site,New Plan,"Sheraton, Cairo",21,45,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, +Bouns",Engineering - Mechanical/Electrical,"['autocad', 'communication', 'electrical', 'electrical engineering', 'engineering', 'microsoft', 'primavera', 'projects', 'to', 'engineering', 'shop drawings', 'design']",both,312,5,7,Sheraton, Cairo,45
Senior Electrical Technical Office Engineer,Full Time,on-site,New Plan,"Sheraton, Cairo",20,45,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, +Bouns",Engineering - Mechanical/Electrical,"['autocad', 'communication', 'electrical', 'electrical engineering', 'engineering', 'microsoft', 'primavera', 'projects', 'to', 'engineering', 'shop drawings', 'design']",both,312,5,7,Sheraton, Cairo,45
Senior Electrical Tender Engineer,Full Time,on-site,ICON Holding,"Helwan, Cairo",11,25,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'dialux', 'electrical engineering', 'qs', 'cost estimation', 'tendering', 'analytical', 'electrical']",both,312,3,5,Helwan, Cairo,25
Senior HSE Engineer,Full Time,on-site,GlassRock Insulation Co.,"Alsadat City, Monufya",28,73,1,Experienced (Non-Manager),Not Specified,8000 To 12000 EGP Per Month,Engineering - Mechanical/Electrical,"['hse', 'engineering', 'industrial', 'safety']",both,312,1,3,Alsadat City, Monufya,73
Senior Mechanical /Electrical Engineer,Full Time,on-site,Bainona Engineering Company,"Nasr City, Cairo",18,77,1,Manager,Bachelor'S Degree,50000 To 80000 EGP Per Month,Engineering - Mechanical/Electrical,"['electrical', 'electrical engineering', 'mep', 'plumbing', 'revit', 'heating, ventilation, and air conditioning', 'design', 'mechanical', 'mechanical engineering', 'engineering']",both,312,10,15,Nasr City, Cairo,77
Senior Mechanical Design Engineer,Full Time,on-site,Ideas,"Nasr City, Cairo",26,49,1,Experienced (Non-Manager),Not Specified,20000 To 25000 EGP Per Month,Engineering - Mechanical/Electrical,"['design', 'autocad', 'engineering', 'firefighting', 'heating, ventilation, and air conditioning', 'mechanical', 'mechanical engineering', 'plumbing', 'revit']",both,312,2,4,Nasr City, Cairo,49
Senior Mechanical Engineer,Full Time,on-site,Not Specified,"6th of October, Giza",28,73,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['engineering', 'english', 'mechanical engineering', 'manufacturing', 'hydraulic', 'equipment', 'mechanical']",Male,312,3,5,6th of October, Giza,73
Senior Mechanical Engineer,Full Time,on-site,Not Specified,"Dubai, United Arab Emirates",25,24,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['heating, ventilation, and air conditioning', 'mechanical engineering', 'construction', 'autocad', 'revit']",both,312,8,10,Dubai, United Arab Emirates,24
Senior Mechanical Fire Protection Designer,Full Time,on-site,Fire Cube,"Nasr City, Cairo",1,,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['revit', 'autocad', 'autocad 3d', 'design', 'engineering', 'construction', 'mechanical engineering', 'fire protection engineering', 'sprinkler systems', 'nfpa codes']",both,312,5,,Nasr City, Cairo,
Senior Mechanical Site Engineer,Full Time,on-site,Not Specified,"New Cairo, Cairo",17,37,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['heating, ventilation, and air conditioning', 'firefighting', 'mechanical engineering', 'autocad', 'engineering']",both,312,5,8,New Cairo, Cairo,37
Senior Mechanical Site Engineer,Full Time,on-site,New Plan,"New Cairo, Cairo",56,57,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, + Bonus",Engineering - Mechanical/Electrical,"['autocad', 'communication', 'engineering', 'heating, ventilation, and air conditioning', 'mechanical', 'mechanical engineering', 'site engineering', 'mechanical, electrical, and plumbing', 'projects']",both,312,5,7,New Cairo, Cairo,57
Senior Mechanical Site Engineer,Full Time,on-site,GMC,"New Cairo, Cairo",56,22,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['design', 'autocad', '3d', 'mechanical engineering', 'electrical engineering', 'engineering', 'heating, ventilation, and air conditioning', 'manufacturing', 'mechanical', 'mechanics', 'to']",both,312,7,10,New Cairo, Cairo,22
Senior Mechanical Site Engineer,Full Time,on-site,Tameer,"Nasr City, Cairo",16,44,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['manufacturing', 'mechanical engineering', 'engineering', 'mechanical', 'electrical engineering', '3d', 'design', 'autocad', 'heating, ventilation, and air conditioning']",both,312,3,10,Nasr City, Cairo,44
Senior Mechanical Technical Office Engineer,Full Time,on-site,Al-Alama Contracting & Supplies,"6th of October, Giza",9,44,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'engineering', 'autocad', 'revit', 'english', 'microsoft']",both,312,8,12,6th of October, Giza,44
Senior Mechanical Technical Office Engineer,Full Time,on-site,GMC,"Maadi, Cairo",56,56,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['microsoft', 'mechanical engineering', 'engineering', 'engineer', 'mechanical']",both,312,7,12,Maadi, Cairo,28
Senior Mechanical Technical Office Engineer,Full Time,on-site,ATS,"New Cairo, Cairo",25,52,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechanical engineering', 'mechanical']",both,312,5,9,New Cairo, Cairo,52
Senior Mechanical Technical Office Engineer,Full Time,on-site,Upwyde,"New Cairo, Cairo",28,35,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechanical engineering', 'autocad', 'design', 'mechanical', 'construction']",both,312,7,10,New Cairo, Cairo,35
Senior Mechanical Technical Office Engineer,Full Time,on-site,Master Link For Construction,"New Capital, Cairo",56,42,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'autocad', 'construction', 'engineering', 'equipment', 'material', 'mechanical', 'microsoft', 'construction engineering', 'engineering', 'shop drawings', 'quantity surveying', 'mechanical drawing', 'data']",both,312,5,7,New Capital, Cairo,42
Senior Mechanical Tendering Engineer,Full Time,on-site,ATS,"New Cairo, Cairo",28,18,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Transportation - Private Medical Insurance And Social Insurance",Engineering - Mechanical/Electrical,"['engineering', 'mechanical engineering', 'tendering', 'mechanical']",both,312,5,8,New Cairo, Cairo,18
Senior Sales Engineer,Full Time,on-site,Measuresoft oil and gas Services,"New Cairo, Cairo",28,9,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['analytical', 'electrical', 'plc', 'instrumentation', 'electronics', 'sales']",both,312,3,5,New Cairo, Cairo,9
Senior Sales Engineer,Full Time,on-site,ICON Holding,"Maadi, Cairo",28,9,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'concrete', 'civil', 'civil engineering', 'sales', 'sales engineering']",both,312,4,6,Maadi, Cairo,9
Senior Sales Engineer,Full Time,on-site,Comex Egypt,"Sheikh Zayed, Giza",13,16,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['communication', 'engineering', 'english', 'electrical', 'sales', 'marketing strategy', 'communication', 'mechanical', 'mechatronics', 'project planning', 'business analysis']",both,312,3,6,Sheikh Zayed, Giza,16
Senior Sales Engineer- Panel Builders,Full Time,on-site,Devash control system,"Mohandessin, Giza",56,8,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'sales', 'engineering', 'panel builders']",both,312,3,5,Mohandessin, Giza,4
Senior Site Engineer – Electrical,Full Time,on-site,Al Marasem Group,"New Cairo, Cairo",20,124,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['communication', 'communication', 'electrical', 'electrical engineering', 'engineering', 'project', 'site', 'construction']",both,312,4,7,New Cairo, Cairo,124
Senior Site Mechanical Engineer,Full Time,on-site,Cosmos,"Marsa Matruh, Matruh",4,7,6,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['mechanical engineering', 'heating, ventilation, and air conditioning', 'plumbing', 'firefighting']",Male,312,7,15,Marsa Matruh, Matruh,1
Senior SolidWorks Engineer,Full Time,on-site,EAST,"Maadi, Cairo",28,90,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'solidworks', 'mechanical engineering', 'production', 'autocad']",both,312,5,,Maadi, Cairo,90
Senior Technical Office Engineer,Full Time,on-site,Talaat Moustafa Group,"Madinaty, Cairo",2,,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'autocad', 'rivet']",both,312,5,7,Madinaty, Cairo,
Senior Tender Engineer,Full Time,on-site,Delta Egypt For Lighting,"Obour City, Cairo",5,6,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['electrical power', 'tender', 'engineering']",both,312,3,5,Obour City, Cairo,3
Senior planning Engineer,Full Time,on-site,Ideal Standard International Egypt,"10th of Ramadan City, Cairo",56,78,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Confidential",Engineering - Mechanical/Electrical,"['mechanical', 'planning', 'sap', 'engineering', 'communication', 'information technology (it)']",both,312,5,7,10th of Ramadan City, Cairo,78
Service Mechanical Engineer,Full Time,on-site,Not Specified,"Obour City, Cairo",21,16,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['compressors', 'customer service', 'customer support', 'customer care', 'mechanical engineering', 'service engineer', 'air blowers', 'analysis', 'cam', 'computer']",both,312,2,4,Obour City, Cairo,16
Service Support Engineer,Full Time,on-site,Electrolux,"Nasr City, Cairo",26,26,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['aftersales', 'customer care', 'customer support', 'electrical', 'electrical engineering']",both,312,1,2,Nasr City, Cairo,26
Site Engineer,Full Time,on-site,M I Engineering,"Nasr City, Cairo",56,14,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'contractors', 'site engineering']",both,312,3,6,Nasr City, Cairo,14
Site MEP Engineer,Full Time,on-site,Major for Construction and Decoration,"Cairo, Egypt",56,34,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['site engineer', 'electrical engineering', 'construction', 'contracting', 'medium voltage', 'low voltage', 'low current']",both,312,5,12,Cairo, Egypt,11
Site Mechanical Engineer - Plumbing,Full Time,on-site,Roya Developments,"Alamein, Matruh",56,50,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['construction', 'mechanical engineering', 'mechanical', 'contractors', 'electrical engineering', 'engineering', 'maintenance']",both,312,4,7,Alamein, Matruh,50
Solar Energy Engineer,Full Time,on-site,National Electricity Technology Co.,"Cairo, Egypt",28,68,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['electrical', 'autocad', 'electrical engineering', 'energy engineering', 'energy', 'engineering', 'pv', 'renewable energy', 'sales', 'sketchup', 'solar energy', 'solar', 'energy efficiency', 'energy', 'solar pv', 'pvsyst', 'sun solaris', 'solar photovoltaic (pv)']",both,312,3,7,Cairo, Egypt,68
Spare Parts Sales Engineer,Full Time,on-site,GB Corp,"Obour City, Cairo",2,7,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['automotive', 'microsoft', 'parts sales']",both,312,1,3,Obour City, Cairo,7
Spare Parts Stock Control Section Head,Full Time,on-site,GB Corp,"Abu Rawash, Giza",25,49,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['automotive', 'english', 'engineering', 'spare parts', 'stock control', 'supply chain']",both,312,4,6,Abu Rawash, Giza,49
Sr. Low Current Design Engineer,Full Time,on-site,Afniah Consulting Engineering,"Heliopolis, Cairo",28,18,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Salary In Dollars",Engineering - Mechanical/Electrical,"['autocad', 'english', 'engineering', 'low current', 'revit', 'design', 'electrical', 'electrical design', 'electrical engineering']",both,312,7,10,Heliopolis, Cairo,18
Sr. Mechanical Maintenance Engineer,Full Time,on-site,National Pipe Company,"10th of Ramadan City, Cairo",13,76,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechanical engineering', 'maintenance']",both,312,5,8,10th of Ramadan City, Cairo,76
Sr. Production Engineer,Full Time,on-site,Elsewedy industries,"10th of Ramadan City, Sharqia",5,87,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['panels', 'production engineering']",both,312,4,6,10th of Ramadan City, Sharqia,87
