Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Personnel Specialist,Full Time,On-site,Saudi German Hospital,"New Nozha, Cairo",Posted 1 month ago,162,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Human Resources,"['Labor', 'Labor Law', 'Human Resources (HR)', 'Microsoft Office', 'Personnel', 'Law', 'English', 'Communication', 'Communication skills']"
junior Sales Engineer,Full Time,On-site,outsourcy,"Giza, Egypt",Posted 1 month ago,82,4 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['Engineering', 'Sales Engineering', 'Medical', 'Medical Devices', 'Sales engineer']"
Digital Marketing Manager (F&B),Full Time,On-site,Outservingplus,"Cairo, Egypt",Posted 2 months ago,36,1 open position,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Google Analytics', 'Management', 'Marketing', 'SEM', 'SEO', 'Social Media', 'Digital Marketing', 'digital marketing', 'E-Marketing']"
Graphic Designer,Full Time,On-site,Veexia,"Heliopolis, Cairo",Posted 1 month ago,52,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe illustrator', 'Adobe Premiere', 'After Effects', 'Adobe Photoshop', 'Graphic Design', 'illustrator', 'Design', 'Graphic']"
Grants Manager,Full Time,On-site,Misr Elkheir Foundation,"Mokattam, Cairo",Posted 9 days ago,11,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Business Development,"['Fundraising', 'Business Development', 'Economics', 'Project Management', 'Development']"
Office Manager,Full Time,On-site,El Shams Pyramids Co. For Hotels and Touristic Projects SAE,"Haram, Giza",Posted 27 days ago,83,1 open position,3 To 9 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Business Administration', 'Communication skills', 'Management', 'Microsoft Office', 'Office management', 'Secretary', 'Skills', 'Project Management']"
Senior Property Consultant - Real Estate,Full Time,On-site,Findwell Real Estate Consultancy,"New Cairo, Cairo",Posted 2 months ago,5,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Sales', 'sales skills', 'Sales Target', 'Real Estate', 'Experience', 'English', 'excel']"
Assistant Underwriter,Full Time,On-site,Allianz,"New Cairo, Cairo",Posted 2 months ago,43,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,2222 To 4444 EGP Per Month,Operations/Management,"['Insurance', 'Underwriting', 'business']"
Electrical Maintenance Engineer,Full Time,On-site,Mantrac,"Cairo, Egypt",Posted 6 days ago,189,16 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Annual Bonus Job Nature Allowance Service Capabilities Development Program Global Mobility Program",Installation/Maintenance/Repair,"['Electrical Engineering', 'Electrical', 'Electrical Maintenance', 'Engineering', 'Maintenance', 'Maintenance Engineer', 'Power', 'Service']"
Content Creator,Full Time,On-site,ALQURASHI,"Maadi, Cairo",Posted 2 months ago,63,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,10000 To 12000 EGP Per Month,Writing/Editorial,"['Content Creation', 'Content Management', 'Copywriting', 'Content', 'Marketing', 'media', 'Social Media', 'SEO', 'Writing']"
Planning Manager (Home Appliances),Full Time,On-site,Prifix,"Bourj Alarab, Alexandria",Posted 1 month ago,65,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Administration', 'business', 'Business Administration', 'Communication', 'Leadership', 'Management', 'Planning', 'Project', 'Project Management', 'Software', 'Strategic Planning', 'Sales']"
Accountant,Full Time,On-site,Outsourcing Skill,"Maadi, Cairo",Posted 2 months ago,102,1 open position,1 To 2 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Accounting Software', 'Finance', 'CPA', 'CMA', 'MS Excel', 'MS', 'Financial Analysis', 'Financial Management']"
Inventory Accountant,Full Time,On-site,KAM Egypt,"Marg, Cairo",Posted 13 days ago,30,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'inventory', 'Inventory Accountant', 'Communication skills', 'Inventory accounting', 'Inventory Management', 'Financial Analysis', 'Software']"
Senior Sales,Full Time,On-site,LIVING IN INTERIORS - EGYPT,"New Cairo, Cairo",Posted 1 month ago,7,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['Communication', 'Communication skills', 'Sales', 'Sales Target', 'sales skills', 'Skills', 'Microsoft Office', 'English', 'Customer Service', 'Commercial']"
Account Manager (Spanish Tour operator ),Full Time,On-site,Emeco Travel,"Downtown, Cairo",Posted 26 days ago,8,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Males Preferred,Tourism/Travel,"['English', 'spanish', 'Experience', 'account manager', 'Travel', 'Tourism', 'Communication', 'Customer Service', 'sales skills']"
Senior Talent Acquisition Specialist,Full Time,On-site,Kasrawy Group,"Abu Rawash, Giza",Posted 11 days ago,64,2 open positions,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Human Resources,"['Recruitment', 'Talent acquisition', 'Interviewing', 'human resources management']"
Human Resource Recruiter,Part Time,Hybrid,COC,"Downtown, Cairo",Posted 1 month ago,100,1 open position,3 To 4 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,"Confidential, Performance-Based Pay",Human Resources,"['HR', 'Recruitment', 'Hiring', 'Human Resources (HR)', 'Human Resources']"
Site Technical Office Manager,Full Time,On-site,DME Holding,"New Cairo, Cairo",Posted 27 days ago,196,1 open position,13 To 18 Years,Manager,Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Engineering', 'Communication skills', 'Civil Engineering', 'Construction', 'Microsoft Office', 'english', 'Architecture Engineering', 'Technical Office', 'Commercial']"
Sales Coordinator,Full Time,On-site,Badr And Asfour,"Cairo, Egypt",Posted 1 month ago,37,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Business Administration', 'Engineering', 'Marketing', 'Sales', 'Sales Target']"
Senior Media Buyer (E-commerce),Full Time,Hybrid,institute management Professionals (IMP),"Dokki, Giza",Posted 6 days ago,20,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Digital', 'E-Commerce', 'E-Marketing', 'Google Analytics', 'Media Buying', 'Performance', 'Testing', 'media', 'Marketing', 'digital marketing', 'Digital Marketing', 'Communication', 'Social Media', 'Ads', 'Google Ads']"
Accountant (QuickBooks Software),Full Time,Remote,NFA TAX,"Cairo, Egypt",Posted 1 month ago,102,2 open positions,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,15000 To 20000 EGP Per Month,Accounting/Finance,"['Accounting', 'QuickBooks', 'Software', 'accountant', 'Accounting principles', 'Bookkeeper', 'Bookkeeping', 'English', 'Financial Analysis']"
IT Specialist,Full Time,On-site,Green Mass,"New Cairo, Cairo",Posted 28 days ago,207,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Information Technology (IT)', 'IT Specialist', 'IT', 'Technical Support']"
French Instructor - 5th Settlement (Charters),Part Time,On-site,Berlitz Egypt,"New Cairo, Cairo",Posted 2 months ago,32,5 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Education/Teaching,"['Languages', 'Linguistics', 'Training', 'Translation', 'Instructor', 'Education', 'IQP', 'Teaching', 'Microsoft Office', 'Communication Skills', 'Computer Skills']"
Procurement Manager – Facilities background,Full Time,On-site,Genena Group,"New Cairo, Cairo",Posted 26 days ago,137,1 open position,8 To 12 Years,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['Procurement', 'Supply Chain', 'Moll', 'Purchasing']"
E Commerce Specialist,Full Time,On-site,ariika,"New Cairo, Cairo",Posted 2 months ago,54,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,7000 To 10000 EGP Per Month,Sales/Retail,"['E-Commerce', 'Amazon', 'Sales']"
Business Development Manager - Mechanical Engineering,Full Time,On-site,Stufflink,"Maadi, Cairo",Posted 12 days ago,35,1 open position,5 To 8 Years,Manager,Bachelor'S Degree,"Confidential, Basic Salary + Commission",Business Development,"['Business Development', 'Communication skills', 'sales skills', 'Communication', 'Planning', 'Analysis', 'business', 'Development', 'Engineering', 'Marketing', 'Sales']"
Customer Service Agent,Full Time,On-site,Cellopack for Packaging Industries,"6th of October, Giza",Posted 12 days ago,26,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Social Insurance • Medical Insurance • Transportation • Bonus • Training",Customer Service/Support,"['Commerce', 'Communication', 'Communication skills', 'Customer Care', 'Customer Service', 'Customer Support', 'Microsoft Office', 'Sales']"
Math Teacher,Full Time,On-site,Ra Sport,"Maadi, Cairo",Posted 2 months ago,30,1 open position,1 To 4 Years,Experienced (Non-Manager),Not Specified,"Confidential, 5000",Education/Teaching,"['Education', 'Math Teacher']"
Summer Camp Counsellor Internship { Leap Camps },Internship,On-site,Leap Development Hub,"New Cairo, Cairo",Posted 24 days ago,51,10 open positions,0 To 1 Year,Student (Undergrad / Postgrad),High School (Or Equivalent),"Paid, 200 EGP Per Day, Over Time And Meal Provided",Other,"['Camp', 'Camping', 'Education', 'Teaching']"
Senior Data Scientist / Data Scientist – Data & AI Practice,Full Time,On-site,BrickRed Technologies,"Cairo, Egypt",Posted 5 days ago,13,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,IT/Software Development,"['data scientist', 'Data Science']"
Warehouse Keeper - El Sadat City,Full Time,On-site,Fine seeds Int.,"Alsadat City, Monufya",Posted 1 month ago,12,3 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['inventory', 'Warehouse', 'Warehousing', 'forklift']"
Architecture BIM Engineer,Full Time,On-site,Micro Engineering,"Heliopolis, Cairo",Posted 17 days ago,21,60 open positions,5 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Architecture', 'Engineering', 'Architecture Engineering', 'AutoCAD', 'Civil Engineering', 'Construction', 'Design', 'English', 'Revit', 'Site', 'quality', 'BIM']"
Construction Manager - Architecture,Full Time,On-site,REDCON Construction Co. S.A.E,"North Coast, Matruh",Posted 16 days ago,51,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['pump stations', 'Project Management', 'Construction', 'Drainage', 'Dewatering', 'Architectural Engineering']"
Mobile Money Sr.Operations Engineer,Full Time,On-site,,"Giza, Egypt",Posted 2 months ago,7,2 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Application Support', 'SQL', 'Troubleshooting', 'Unix', 'Computer Science', 'Engineering', 'Linux', 'Management', 'Networking', 'Oracle', 'Servers', 'Software Development']"
Quality Control Engineer,Full Time,On-site,Al-Amal Al-sharif For Plastic,"10th of Ramadan City, Cairo",Posted 1 month ago,106,3 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Incentive, Transportation Provided",Quality,"['Engineering', 'Chemistry', 'ISO 9001', 'LEAN', 'Lean Six Sigma', 'QC', 'Quality Control', 'Six Sigma']"
Treasury Accountant,Full Time,On-site,Azza Fahmy Jewellery,"6th of October, Giza",Posted 13 days ago,56,1 open position,4 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'excel', 'Finance', 'Financial Analysis', 'General Ledger', 'Accounting Software', 'Treasury', 'CPA', 'CMA']"
Chief Accountant,Full Time,On-site,Chema Foam,"10th of Ramadan City, Sharqia",Posted 2 months ago,213,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['Accounting', 'CMA', 'ERP', 'ERP systems', 'Finance', 'Financial', 'excel', 'Financial Analysis', 'Financial Management', 'Oracle', 'SAP', 'Microsoft Excel', 'CPA', 'Manufacturing', 'Manufacturing Industry', 'chief Accountant', 'Financial Accounting', 'Finance Analysis']"
Software Engineer,Full Time,Hybrid,Merx,"Cairo, Egypt",Posted 2 months ago,133,2 open positions,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Python', 'Software Development', 'Software', 'Software Engineering', 'Startup', 'Django', 'AI', 'Artificial Intelligence (AI)', 'Back-End Development', 'Full Stack Development', 'API', 'Communication skills', 'Computer Science', 'DevOps', 'Information Technology (IT)']"
Product Manager,Full Time,On-site,DARI,"New Cairo, Cairo",Posted 2 months ago,68,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Product Management', 'product manager', 'Product', 'Software Development', 'Android Application Development', 'Mobile Application Development', 'Design', 'Engineering', 'Information Technology (IT)', 'Management', 'MBA']"
IT Technical Support Specialist,Full Time,On-site,Misr Elkheir Foundation,"Mokattam, Cairo",Posted 21 days ago,208,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Computer Science', 'Electronics Engineering', 'Technical Support', 'A+', 'N+', 'Electronics', 'Engineering', 'Troubleshooting', 'Information Technology (IT)', 'computer', 'network']"
Sales Buzz Application Support Engineer,Full Time,On-site,Quality Business Solutions,"Maadi, Cairo",Posted 7 days ago,12,1 open position,2 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['SFA', 'Sales Buzz', 'Automation', 'computer', 'Computer Science', 'Oracle', 'Sales', 'sales skills']"
Senior QC Engineer,Full Time,On-site,MTS-IT,"Maadi, Cairo",Posted 1 month ago,83,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,"Confidential, Monthly Bonus, Quarter Annual Goals Achievement Bonus",IT/Software Development,"['Computer Science', 'Software Development', 'Software', 'SQL', 'Agile', 'Information Technology (IT)', 'Software Engineering', 'Testing', 'Automation']"
Video Editor,Full Time,On-site,,"New Cairo, Cairo",Posted 2 months ago,45,1 open position,3 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Premiere', 'After Effects', 'Cinematography', 'Digital technology', 'media', 'Premiere', 'final cut', 'Video Editing']"
Chronic / Pharma Call Center,Full Time,On-site,Yodawy Med,"Giza, Egypt",Posted 2 days ago,32,8 open positions,0 To 4 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Customer Service/Support,"['Pharmacy', 'Medical']"
Gasket Engineer,Full Time,On-site,Midea Group,"6th of October, Giza",Posted 1 month ago,20,1 open position,1 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['gasket', 'Engineering', 'Mechanical Engineering', 'Manufacturing Process']"
Senior Social Media Specialist,Full Time,On-site,Noor Dubai,"Giza, Egypt",Posted 2 months ago,59,1 open position,3 To 15 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['E-Marketing', 'Marketing', 'social', 'media', 'Social Media', 'Creative', 'Google Analytics', 'campaigns', 'Communication skills']"
Procurement Officer,Full Time,On-site,Easy Group For Health and Beauty Care,"Bourj Alarab, Alexandria",Posted 2 months ago,39,1 open position,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Purchasing/Procurement,"['Procurement', 'Purchasing', 'FMCG', 'Negotiation']"
