Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Construction Manager - Civil,Full Time,On-site,REDCON Construction Co. S.A.E,"North Coast, Matruh",Posted 1 month ago,102,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['Infrastructure', 'pump stations', 'Project Management', 'Civil Engineering', 'Construction', 'sewer networks', 'Drainage', 'Dewatering', 'Civil']"
Electrical Procurement Section Head,Full Time,On-site,New Plan,"Sheraton, Cairo",Posted 21 days ago,61,1 open position,10 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, + Bonus",Logistics/Supply Chain,"['Electrical', 'Electrical Engineering', 'Procurement', 'negotiation skills', 'Engineering', 'Microsoft Office', 'Light Current', 'Light Current Systems']"
Factory Manager,Full Time,On-site,,"10th of Ramadan City, Cairo",Posted 1 month ago,223,1 open position,3 To 5 Years,Manager,Not Specified,Confidential,Operations/Management,"['Engineering', 'Factory Manager', 'Factory', 'Production', 'Manufacturing', 'Project Management']"
Junior Accountant,Full Time,On-site,Facco,"Heliopolis, Cairo",Posted 14 days ago,88,1 open position,3 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Microsoft Office', 'Microsoft Excel', 'ERP', 'Finance', 'analytical']"
Human Resources Manager,Full Time,On-site,Lilly Landscape,"Shorouk City, Cairo",Posted 21 days ago,234,1 open position,6 To 8 Years,Manager,Not Specified,Confidential,Human Resources,"['Human Resources', 'HR', 'Business Administration', 'Human Resources (HR)', 'Payroll', 'Recruitment']"
Accountant,Full Time,On-site,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek, Cairo",Posted 1 month ago,187,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'General Ledger']"
Contract Administrator Engineer,Full Time,On-site,GMC,"Maadi, Cairo",Posted 2 months ago,19,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Contract', 'Engineering', 'Administration']"
Guest Service Agent,Full Time,On-site,Lemonspaces,"Cairo, Egypt",Posted 2 months ago,28,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Customer Service/Support,"['Call Center', 'Communication', 'Customer', 'Customer Care', 'Customer Service', 'Customer Support', 'Hospitality', 'Microsoft Office', 'Property', 'Skills', 'Software']"
Automation Engineer,Full Time,On-site,,"6th of October, Giza",Posted 2 months ago,55,1 open position,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Manufacturing/Production,"['Automation', 'PLC', 'SCADA', 'Electrical Engineering', 'Engineering', 'HMI', 'Mechatronics', 'Programming']"
Sales Account Manager Hurghada,Full Time,On-site,Caduceus Lane,"Hurghada, Red Sea",Posted 2 months ago,38,6 open positions,2 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Medical/Healthcare,"['Medical Sciences', 'Sales', 'Marketing', 'Sales Skills', 'Business Development', 'Customer Service', 'Advertising', 'English', 'Computer Skills', 'Account Management', 'Communication', 'Medical', 'Management', 'Sales Target', 'account manager', 'Negotiation', 'pharmancy']"
Tendering Engineer,Full Time,On-site,Marmonil Marble & Granite,"Nasr City, Cairo",Posted 17 days ago,29,2 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Medical And Life Insurance",Engineering - Construction/Civil/Architecture,"['Engineering', 'Architecture', 'AutoCAD', 'MS Office', 'English', 'Tendering']"
Sr. Frontend Developer Angular,Full Time,Hybrid,Exco Egypt,"Nasr City, Cairo",Posted 1 month ago,33,1 open position,More Than 4 Years,Experienced (Non-Manager),Not Specified,20000 To 25000 EGP Per Month,IT/Software Development,"['Angular', 'Computer Science', 'Development', 'Git', 'HTML', 'Information Technology (IT)', 'Redux', 'Web Development', 'Web Applications', 'Software Development', 'CSS', 'Typescript']"
Jr. AP Accountant,Full Time,On-site,Midea Group,"6th of October, Giza",Posted 1 month ago,69,1 open position,2 To 3 Years,Experienced (Non-Manager),Not Specified,"Confidential, Transportation Allowance Medical Insurance Family Insurance",Accounting/Finance,"['Accounting', 'AP', 'Finance', 'English', 'ERP System', 'Oracle']"
Senior General Accountant,Full Time,On-site,ICON Holding,"Helwan, Cairo",Posted 2 months ago,192,1 open position,4 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Commerce', 'Finance', 'English', 'Time Management', 'Accounting']"
Senior Technical Sales Engineer,Full Time,On-site,Badr And Asfour,"Cairo, Egypt",Posted 1 month ago,13,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Communication', 'Sales Target', 'Engineering', 'Customer Service', 'Business Administration']"
Facility Site Engineer (Banking Background),Full Time,On-site,Leeds,"Smart Village, Giza",Posted 20 days ago,26,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Project/Program Management,"['Project Management', 'Electrical Engineering', 'Mechanical Engineering', 'Engineering', 'Facility Management', 'Facility', 'Mechanical', 'Communication', 'Communication Skills', 'English', 'Business', 'Management']"
Account Manager,Full Time,On-site,Smart Stand,"Cairo, Egypt",Posted 4 days ago,29,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Account Management', 'account manager', 'Business Administration', 'Communication', 'Customer Service', 'CRM', 'Sales', 'sales skills', 'Sales Target']"
Fleet Manager ( Maintenance & Operations ),Full Time,On-site,,"Ameria, Alexandria",Posted 11 days ago,41,1 open position,10 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Male,Logistics/Supply Chain,"['Fleet', 'Fleet Maintenance', 'Fleet Management', 'Fleet Operations', 'Heavy trucks', 'Maintenance', 'Mechanical Engineering']"
Landscape Agricultural Engineer,Full Time,On-site,Lilly Landscape,"Cairo, Egypt",Posted 2 months ago,80,1 open position,4 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Other,"['Landscaping', 'Agricultural', 'Agricultural Engineering', 'Agriculture Engineering', 'Engineering', 'Irrigation', 'Project Management', 'Agriculture']"
HR Administrator,Full Time,On-site,Eldanyel For Leather Industry,"Abbassia, Cairo",Posted 2 months ago,23,1 open position,5 Years,Manager,Bachelor'S Degree,Confidential,Creative/Design/Art,"['HR', 'Human Resources']"
Outbound Sales & Retention Specialist,Full Time,Remote,5 star plumbing,"Sacramento, United States",Posted 1 month ago,27,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"1000 To 3000 USD Per Month, Commission Based",Sales/Retail,"['Customer Service', 'Sales', 'sales skills', 'Outbound', 'Outbound Calls', 'Team management', 'Direct Sales']"
Software Developer- LLM,Freelance / Project,Remote,Fuzu Remote,"Cairo, Egypt",Posted 2 months ago,173,50 open positions,2 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Debugging', 'Code Generation', 'Code Performance', 'Communication', 'Automated Testing Tools', 'Black Box Testing', 'Computer Science', 'Engineering', 'Software', 'SQL']"
Junior Accountant,Full Time,On-site,Al-Freeh,"Maadi, Cairo",Posted 2 days ago,170,1 open position,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'English', 'Financial', 'Microsoft Office', 'Reporting', 'Accounting Software']"
Customer service agent (b1+ English speakers)Etisalat UAE,Full Time,On-site,Etisalat Egypt,"Maadi, Cairo",Posted 10 days ago,21,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"8500 To 10000 EGP Per Month, 10k Net",Customer Service/Support,"['Customer Service', 'Customer Care', 'Customer Support', 'Customer Relations', 'Customer Satisfaction', 'Customer Retention', 'Customer Service Management', 'Customer Experience', 'Customer Survey', 'Customer', 'Technical Support', 'Call Center', 'English Speakers', 'English Account', 'English Teaching', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Customer Support - French,Full Time,On-site,Intouch CX,"Maadi, Cairo",Posted 17 days ago,Be the First to Apply,,1 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Customer Support', 'Communication', 'French Support', 'French Call center', 'Bilingual Requirements', 'B2 French', 'B2 English']"
Software Tech Lead,Full Time,Hybrid,Fixed Solutions,"Cairo, Egypt",Posted 1 month ago,33,1 open position,More Than 10 Years,Manager,Bachelor'S Degree,Confidential,IT/Software Development,"['Computer Engineering', 'Computer Science', 'Software Development', 'Software Engineering', 'Engineering', 'Information Technology (IT)', 'JavaScript', 'React', 'Software', 'Agile', 'CSS', 'HTML']"
Media Buyer,Full Time,Hybrid,Rehabitaire,"Maadi, Cairo",Posted 21 days ago,23,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['google', 'tiktok', 'Google Ads', 'Google Analytics', 'google tags', 'Buyer', 'Communication', 'Advertising', 'Digital Marketing', 'digital media', 'digital marketing', 'Marketing', 'Media Buyer', 'Social Media', 'Planning', 'media', 'Digital']"
HR Specialist,Full Time,On-site,Elmallah for Engineering and contracting company,"Maadi, Cairo",Posted 1 month ago,120,1 open position,4 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, We Pay Over Time",Human Resources,"['HR Specialist', 'English', 'Human Resources', 'HRIS', 'HR', 'Human Resources (HR)', 'Management', 'Microsoft Office', 'Personnel', 'Payroll', 'Recruitment', 'Labor']"
English Travel Consultant (Sales),Full Time,Hybrid,International Organization for E-Tourism Industry IOETI,"Giza, Giza",Posted 20 days ago,19,2 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Fixed Net+1000 After Third Month+ Commission After Third Month",Tourism/Travel,"['Tourism', 'English']"
Sales Supervisor,Full Time,On-site,elrehabn,"Downtown, Cairo",Posted 12 days ago,24,1 open position,3 To 5 Years,Manager,Bachelor'S Degree,"Confidential, 2%",Hospitality/Hotels/Food Services,"['Customer Service', 'Sales', 'Sales Supervisor', 'Sales Target', 'Supervisor', 'sales skills']"
Sales Engineer - Cairo/Giza,Full Time,On-site,Endless Creations Company,"Cairo, Egypt",Posted 2 months ago,38,2 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Bonus",Sales/Retail,"['Automotive', 'Sales', 'Sales Target', 'Customer Service', 'Customer Support', 'Sales Skills', 'Customer Care']"
Local Purchasing Specialist,Full Time,On-site,Mamiba,"6th of October, Giza",Posted 1 month ago,106,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['local', 'Local purchasing', 'Logistics', 'Procurement', 'Purchasing', 'Purchasing Specialist', 'Supply Chain', 'Business Administration', 'Communication', 'Administration', 'Communication skills', 'Microsoft Office', 'Negotiation', 'ERP']"
Corporate Accounting Manager,Part Time,On-site,Expedelite tourism company,"Sheikh Zayed, Giza",Posted 1 month ago,21,5 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,5000 To 10000 EGP Per Month,Sales/Retail,"['Contracting', 'Sales', 'Tourism', 'Project Management', 'hotel', 'Engineering', 'Construction', 'Communication']"
"Senior HR Specialist - Recruitment, OD & L&D",Full Time,On-site,,"Sheraton, Cairo",Posted 6 days ago,37,1 open position,3 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Human Resources,"['Human Resources (HR)', 'OD', 'Human Resources', 'Recruitment', 'HR']"
Service Desk Advisor,Full Time,On-site,Elsewedy industries,"10th of Ramadan City, Cairo",Posted 1 month ago,34,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Computer Science', 'Information technology', 'CCNA', 'MCSA', 'Service Desk', 'computer']"
Front Desk Officer,Full Time,On-site,Nouvel Age,"New Cairo, Cairo",Posted 20 days ago,163,7 open positions,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['Administration', 'Communication', 'fax', 'Front desk', 'Management', 'Microsoft Office', 'Office management', 'Sales', 'Sales Target', 'Indoor Sales']"
Preschool English Teacher- Shorouk,Full Time,On-site,Trillium Preschool,"Shorouk City, Cairo",Posted 6 days ago,13,3 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Education/Teaching,"['Education', 'English', 'Preschool', 'Teaching', 'children', 'Communication', 'Communication skills', 'English Teaching', 'School']"
Civil Site Engineer,Full Time,On-site,Eamar Al Delta,"New Cairo, Cairo",Posted 1 month ago,475,1 open position,3 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Civil', 'Civil Engineering', 'Construction', 'Engineering', 'Site']"
Sales Executive,Full Time,On-site,SNAP Moderation,"Cairo, Egypt",Posted 2 months ago,19,1 open position,More Than 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['English', 'Sales', 'Communication', 'Negotiation', 'sales skills', 'Sales Target']"
Sr/Sales Account Manager ( Public Sector ),Full Time,Hybrid,Fixed Solutions,"Cairo, Egypt",Posted 2 months ago,20,2 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['negotiation skills', 'sales skills', 'Sales Target', 'Communication', 'Sales', 'Skills', 'Selling', 'Negotiation']"
Real Estate Agent,Full Time,On-site,Oasis realestate,"Giza, Egypt",Posted 4 days ago,32,8 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,6000 To 8000 EGP Per Month,Sales/Retail,"['Communication', 'Experience', 'Negotiation', 'Real Estate', 'Real Estate Agent', 'Sales', 'sales skills', 'Sales Target']"
Digital Sales Executive,Full Time,On-site,Monstel,"Sheikh Zayed, Giza",Posted 2 months ago,6,1 open position,More Than 2 Years,Experienced (Non-Manager),Not Specified,"4000 To 5000 EGP Per Month, Target Based Commission",Customer Service/Support,"['Customer Service', 'Digital', 'Sales', 'Social Media', 'Sales Target', 'sales skills', 'Communication skills', 'Communication']"
Senior Electrical / Mechanical Tender Engineer,Full Time,On-site,GMC Contracting,"Nasr City, Cairo",Posted 2 months ago,75,3 open positions,5 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Communication', 'Construction', 'Contracting', 'Electrical', 'Electrical Engineering', 'Engineering', 'Estimation', 'Microsoft Office', 'Tendering', 'Mechanical Engineering']"
Senior Media Buyer,Full Time,On-site,proleaders,"Alexandria, Egypt",Posted 1 month ago,8,2 open positions,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Advertising', 'buying', 'Communication', 'Buyer', 'Digital', 'Digital Marketing', 'digital media', 'Marketing', 'media', 'Media Buyer', 'Planning', 'Social Media']"
Cyber Security Consultant,Full Time,On-site,1D Consulting,"Sheikh Zayed, Giza",Posted 2 months ago,39,2 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Information Technology (IT)', 'Computer Science', 'Development', 'Software Engineering', 'Software Development', '.Net Development', 'C#', 'Cyber Security', 'Single Sign On', 'IAM', 'IGA', 'System Integration', 'process automation', 'Authenication', 'Authorization', 'English', 'Security']"
Heat Pump Product Manager,Full Time,Hybrid,Heatec Solutions,"Nasr City, Cairo",Posted 2 months ago,18,1 open position,4 To 10 Years,Manager,Bachelor'S Degree,"15000 To 20000 EGP Per Month, Competitive Salary Based On Qualifications And Experience. Performance-Based Incentives And Bonuses. Comprehensive Health Insurance And Transportation Allowances.",Marketing/PR/Advertising,"['HVAC', 'Sales Management', 'sales strategy', 'boilers', 'Business Administration', 'Microsoft Office']"
Software Tester,Part Time,Remote,Kabshk,"Makkah, Saudi Arabia",Posted 2 months ago,446,1 open position,1 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Software Testing', 'Software Quality', 'Testing', 'automated testing', 'Software']"
Tax Accountant,Full Time,On-site,El Shorbagy,"Qalyub, Qalubia",Posted 2 months ago,48,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Treasury', 'Reporting', 'Finance', 'Accounting', 'Financial Analysis', 'ERP', 'English', 'Tax', 'analytical', 'Communication skills', 'CPA', 'CMA', 'MS Office', 'Software', 'Tax Laws', 'taxation']"
Factory Manager,Full Time,On-site,LYCHEE EGYPT,"New Cairo, Cairo",Posted 1 month ago,103,1 open position,10 To 15 Years,"Senior Management (CEO, GM, Director, Head)",Master'S Degree,Confidential,Operations/Management,"['Plant Manager', 'Factory Management', 'Plant Management', 'Plant Maintenance', 'Overall equipment effectiveness', 'Strategic Planning']"
Quality Control Engineer (Chemist),Full Time,On-site,Good Seal Packaging,"10th of Ramadan City, Sharqia",Posted 19 days ago,190,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Manufacturing/Production,"['Chemical', 'engineer', 'Control', 'Engineering', 'Manufacturing', 'quality', 'Quality Assurance', 'Quality Control', 'Quality engineer', 'Science']"
Driver,Full Time,On-site,Marseilia,"Sheikh Zayed, Giza",Posted 2 months ago,51,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['driver', 'Driving', 'Car', 'gps']"
Reservation Supervisor,Full Time,On-site,Shams Hotels & Resorts,"Cairo, Egypt",Posted 27 days ago,10,1 open position,3 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Tourism', 'Reservation', 'Customer Care', 'Customer Service', 'Customer Support']"
Wordpress Developer,Full Time,On-site,Creative Motion,"Maadi, Cairo",Posted 27 days ago,46,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Computer Science', 'CSS', 'CSS3', 'Git', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'MySQL', 'PHP', 'SEO', 'Web Development', 'WordPress']"
Accountant,Full Time,On-site,Smart GYM,"New Cairo, Cairo",Posted 27 days ago,53,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Accounting/Finance,"['Accounting', 'Financial Analysis', 'Auditing', 'CPA', 'Detail Oriented', 'Financial Auditing', 'Auditing standards', 'Internal auditor', 'auditor', 'Financial Auditor', 'Accounting principles', 'Financial Management', 'accountant']"
Accountant,Full Time,On-site,swvt company for tools,"Azbakia, Cairo",Posted 2 months ago,50,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"7000 To 8000 EGP Per Month, Commission",Accounting/Finance,"['Accounting', 'excel', 'Odoo', 'Finance', 'Analysis', 'Financial', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'office', 'Problem Solving', 'Accounting principles']"
Junior ERP Consultant ( Accountant Section ),Full Time,On-site,Compu master,"Maadi, Cairo",Posted 2 months ago,210,3 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Accounting/Finance,"['Accounting', 'Business Administration', 'Communication skills', 'ERP systems', 'Financial', 'business', 'Communication', 'ERP', 'Information Technology (IT)']"
Chief Accountant,Full Time,On-site,Beit El Wadi,"Wadi Alnatrun, Beheira",Posted 11 days ago,40,1 open position,More Than 12 Years,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,"Confidential, Accomodation & Allowances Provided",Accounting/Finance,"['Accounting', 'CMA', 'Finance', 'Microsoft Excel', 'Reporting', 'Financial Analysis', 'ERP', 'CPA', 'Accounting Software', 'Financial Management', 'Hospitality', 'Management', 'Microsoft Office', 'Financial']"
Infrastructure & Network Engineer,Full Time,On-site,BTC-Egypt Gold,"Heliopolis, Cairo",Posted 1 month ago,181,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['CCNA', 'CCNP', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Infrastructure', 'IT', 'IT Infrastructure', 'Management', 'MCSA', 'Networking', 'MCSE']"
Store Keeper,Full Time,On-site,Almosallamy fo,"10th of Ramadan City, Sharqia",Posted 1 month ago,50,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Administration,"['Communication skills', 'Logistics', 'Store Keeping', 'storekeeper', 'Supply Chain', 'Warehousing', 'ERP']"
Head OF Operations,Full Time,On-site,New Magafy,"Zamalek, Cairo",Posted 2 months ago,59,1 open position,8 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,"30000 To 50000 EGP Per Month, Depends On Experience",Hospitality/Hotels/Food Services,"['Logistics', 'Management', 'Operations', 'Hospitality Management']"
Commercial Executive,Full Time,Remote,DACK Trading LLC,"Cairo, Egypt",Posted 4 days ago,58,2 open positions,2 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,"800 To 1500 USD Per Month, Commission On Sales And Commission On Sourcing Of Commodities",Business Development,"['sales skills', 'Sales', 'International Sales', 'Trading', 'commodity trading', 'agri commodity sales', 'foreign sales', 'Export Sales', 'Supply Chain', 'Foreign Trade', 'Import / Export', 'import', 'Communication', 'Communication skills']"
Sales Engineer,Full Time,On-site,Global conveyor technology,"Maadi, Cairo",Posted 20 days ago,7,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Sales/Retail,"['Engineering', 'Sales', 'sales skills', 'Sales Target', 'Selling']"
E- Commerce Specialist,Full Time,On-site,dejavu,"New Cairo, Cairo",Posted 18 days ago,53,2 open positions,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['E-Marketing', 'Online Marketing', 'E-Commerce', 'Logistics', 'Social Media', 'Marketing', 'Marketing Online', 'Communication', 'Retail', 'Shipping', 'English', 'Microsoft Office']"
E Marketing Specialist,Full Time,On-site,Brilliant Engineering,"Cairo, Egypt",Posted 1 month ago,Be the First to Apply,,3 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['E-Commerce', 'Marketing', 'Engineering']"
"Quality Assurance Engineer- Chery Ghabbour Industrial Zone, 6th of October City",Full Time,On-site,GB Corp,"6th of October, Giza",Posted 6 days ago,53,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Manufacturing/Production,"['Quality Assurance', 'Manufacturing Industry']"
Graphic Designer,Full Time,On-site,,"Katameya, Cairo",Posted 2 months ago,44,3 open positions,3 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Adobe Photoshop', 'Adobe After Effects', 'After Effects', 'Editing', 'final cut', 'graphics', 'Motion Graphics', 'Premiere', 'video', 'Video Editing', 'media', 'Adobe Premiere']"
Marketing Executive,Full Time,On-site,Al Masria Group,"Nasr City, Cairo",Posted 2 months ago,26,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Management', 'Marketing', 'Research', 'Social Media']"
Montage Specialist,Full Time,On-site,Misr Elkheir Foundation,"Mokattam, Cairo",Posted 12 days ago,9,1 open position,5 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Males Preferred,Creative/Design/Art,"['Marketing', 'Video Montage', 'Video Editing']"
Finance Manager,Full Time,On-site,New Plan,"Heliopolis, Cairo",Posted 21 days ago,298,1 open position,10 To 12 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting Software', 'Finance', 'Financial Analysis']"
Wholesales Sales Account Manager,Full Time,On-site,BTC-Egypt Gold,"Zagazig, Sharqia",Posted 1 month ago,31,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['Communication skills', 'sales skills', 'Sales', 'Retail Sales', 'Communication', 'Sales Target', 'Outdoor', 'Skills', 'English']"
Project Generator & Expert booker,Full Time,Remote,,"Cairo, Egypt",Posted 24 days ago,17,60 open positions,1 To 20 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"400 To 800 USD Per Month, Commission'S",Operations/Management,"['Good cummunication', 'english communication', 'Project Planning', 'booker', 'Communication']"
Bancassurance Coordinator - Business Development,Full Time,On-site,Allianz,"New Cairo, Cairo",Posted 14 days ago,20,1 open position,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,0 To 0 EGP Per Month,Sales/Retail,"['Sales Support', 'Bancassurance']"
Aura area sales manager (Air condition),Full Time,On-site,El Teriak Industrial Group,"Cairo, Egypt",Posted 2 months ago,82,1 open position,7 To 10 Years,Manager,Bachelor'S Degree,Confidential,Business Development,"['business', 'Business Development', 'Development', 'Director', 'Sales', 'sales skills', 'Sales Target', 'Communication', 'Communication skills', 'Management', 'Projects', 'Customer Support', 'Marketing', 'Planning', 'CRM', 'Sales Planning', 'B2B', 'B2B Sales', 'home appliances', 'Medical Equipment', '', '', '', '', '', '', '', '', '']"
content auditor - Two shifts rotate,Internship,Remote,WEJOY PTE.LTD.,"Cairo, Egypt",Posted 30 days ago,63,20 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Writing/Editorial,"['english speaker', 'Auditor', 'Content', 'Media', 'Content Audit']"
Media Buyer,Full Time,On-site,Al Hayat Medical Clinics,"Mokattam, Cairo",Posted 2 months ago,20,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['Buyer', 'Digital', 'Ads', 'Digital Marketing', 'digital media', 'Google Ads', 'Marketing', 'Media Buyer', 'media', 'digital marketing', 'Advertising']"
Full-Time YouTube Video Editor – Fashion Channel,Full Time,Hybrid,Raysan egypt,"New Cairo, Cairo",Posted 2 months ago,50,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Video Editing', 'Video Montage', 'Video Production', 'Videography']"
IT Help Desk,Full Time,On-site,El Alsson British & American International School,"6th of October, Giza",Posted 21 days ago,170,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Computer Science', 'Hardware', 'Help desk', 'Information technology', 'Installing']"
Human Resources Supervisor,Full Time,On-site,Grand Community,"New Cairo, Cairo",Posted 1 month ago,264,1 open position,5 To 15 Years,Manager,Bachelor'S Degree,Confidential,Human Resources,"['Human Resources', 'HR', 'Recruitment', 'Human Resources (HR)', 'Payroll', 'Screening', 'Training', 'Performance', 'Development', 'Personnel']"
Sales Account Executive,Full Time,On-site,5 Quarters,"Cairo, Egypt",Posted 18 days ago,14,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,10000 To 15000 EGP Per Month,Business Development,"['Sales', 'Sales Target', 'sales administrator', 'Marketing', 'excel']"
Mid-Level Java Developer,Full Time,Hybrid,Wonder Travel,"Maadi, Cairo",Posted 1 month ago,91,5 open positions,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,IT/Software Development,"['Java', 'Programming', 'RESTful', 'Software Development', 'Software Engineering', 'Design Patterns', 'Computer Science', 'Spring', 'Spring Boot', 'Spring Data', 'spring Framework', 'Spring MVC', 'Spring Core', 'Spring Security', 'Back-End Development', 'SQL', 'MySQL']"
