Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Key Account Executive,Full Time,On-site,OPPO Egypt,"Nasr City, Cairo",Posted 10 days ago,43,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Sales', 'Sales Target', 'Sales Skills', 'Marketing', 'Customer Care', 'Customer Support', 'Customer Service', 'Communication Skills', 'negotiation skills']"
PR & Marketing specialist,Full Time,On-site,Nano Shield,"Maadi, Cairo",Posted 3 days ago,17,1 open position,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Marketing/PR/Advertising,"['Communication skills', 'Communication', 'media', 'Marketing', 'Public Relations', 'Public Relationships']"
Junior Accountant,Full Time,Hybrid,Flourish Lab Culture,"New Cairo, Cairo",Posted 10 days ago,190,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance,"['accountant', 'Accounting', 'Financial Analysis', 'Financial Reporting', 'computer software']"
Social Media Specialist,Full Time,On-site,Our Education,"Nasr City, Cairo",Posted 1 month ago,39,1 open position,More Than 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Marketing', 'Communication', 'Communication skills']"
Senior Contract Engineer,Full Time,On-site,Deutschland Technology Limited,"Obour City, Cairo",Posted 2 months ago,25,1 open position,3 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Construction', 'Contracting', 'Engineering', 'Management', 'Mechanical', 'English', 'Arabic', 'Contract Engineering', 'AutoCAD']"
Senior Sales Representative,Full Time,On-site,strive realty real estate,"Nasr City, Cairo",Posted 2 months ago,Be the First to Apply,,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,6000 To 9000 EGP Per Month,Sales/Retail,"['Real Estate Brokerage', 'Brokerage', 'Property consultant', 'Real Estate', 'senior', 'Property', 'Real Estate Sales', 'Leads', 'English', 'sales skills', 'Sales Target']"
Treasury Accountant,Full Time,On-site,"Xuheng Supply Chain Management Co.,Ltd. Egypt Branch","New Cairo, Cairo",Posted 3 days ago,28,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'English', 'Financial Analysis', 'Microsoft Excel', 'Accounting Software', 'Finance', 'Treasury', 'excel']"
Electrical Maintenance Engineer,Full Time,On-site,EAST,"Maadi, Cairo",Posted 6 days ago,67,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Engineering', 'Maintenance', 'Field', 'Electrical', 'Electrical Engineering']"
English Instructor - New Cairo Branches,Full Time,On-site,UCMAS Academy,"New Cairo, Cairo",Posted 2 months ago,31,5 open positions,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Instructor', 'Teaching', 'Skills', 'Training', 'teaching kids', 'Communication', 'Communication skills', 'Education', 'Kids', 'English', 'Development']"
Technical Customer Service Agent - English,Full Time,On-site,Intouch CX,"Giza, Egypt",Posted 1 month ago,37,50 open positions,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,25000 To 30000 EGP Per Month,Customer Service/Support,"['Customer Care', 'Customer Support', 'Communication', 'CRM Systems', 'CRM', 'Customer', 'Customer Service', 'Information technology', 'Support', 'Help desk', 'B2', 'English language']"
Purchasing Manager,Full Time,On-site,Green Foods,"Cairo, Egypt",Posted 2 months ago,245,1 open position,1 To 5 Years,Manager,Not Specified,Confidential,Purchasing/Procurement,"['Procurement', 'Supply Chain', 'Purchasing']"
Sales Representative,Full Time,On-site,CandyStore,"Heliopolis, Cairo",Posted 20 days ago,6,3 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Sales/Retail,"['Communication', 'Customer Service', 'Retail Sales', 'Sales', 'Retail', 'Communication skills', 'Representative', 'Sales representative', 'sales skills', 'Sales Target', 'Skills']"
Office Administrator,Full Time,On-site,Creation Max Group,"Nasr City, Cairo",Posted 1 month ago,108,1 open position,4 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Microsoft Office', 'Office administrator', 'Office management', 'office', 'Administrator', 'Admin']"
Devops Engineer,Full Time,Hybrid,Exco Egypt,"Nasr City, Cairo",Posted 12 days ago,72,1 open position,More Than 1 Year,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Cloud', 'CI/CD', 'DevOps', 'AWS', 'Azure', 'Information Technology (IT)']"
Doctor Assistant,Part Time,On-site,tri-med33,"Sheikh Zayed, Giza",Posted 20 days ago,32,3 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Support Services', 'Client Support', 'Client Relationships', 'Communication', 'communication skills', 'unverbal communication', 'Customer Support', 'Medical', 'Nurse', 'Pharmacy']"
Sales Supervisor,Full Time,On-site,HPD - Heritage Pan-Arab Developments,"New Cairo, Cairo",Posted 2 months ago,19,2 open positions,3 To 6 Years,Manager,Bachelor'S Degree,"Confidential, Based On Experience",Business Development,"['sales skills', 'Sales Target', 'Sales', 'Sales representative', 'Experience', 'Property Sales', 'Real Estate Sales', 'Real Estate', 'real estate developer', 'Communication', 'interpersonal', 'Negotiation']"
Sales & Marketing Back-office Support,Full Time,On-site,Holztec,"6th of October, Giza",Posted 21 days ago,20,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Customer Service', 'Customer Support', 'Office management', 'Social Media', 'computer', 'Computer Skills', 'Management']"
Video Editor,Full Time,On-site,Start Tech,"Giza, Giza",Posted 13 days ago,36,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe Premiere', 'Cinematography', 'Editing', 'final cut', 'Video Editing', 'Adobe After Effects', 'Adobe Photoshop', 'After Effects', 'Digital technology', 'Premiere', 'media']"
Communication Manager,Full Time,On-site,Canadian International School,"New Cairo, Cairo",Posted 20 days ago,43,2 open positions,3 To 5 Years,Manager,Not Specified,Confidential,Administration,"['Administration', 'Management', 'Operations', 'Business Development', 'Admin Work']"
Facilities Manager,Full Time,On-site,Apleona Egypt,"Cairo, Egypt",Posted 2 months ago,118,1 open position,3 To 5 Years,Manager,Not Specified,Confidential,Operations/Management,"['Facility Management', 'Facilities manager', 'facilities', 'Manager', 'Leadership', 'Engineering']"
WordPress & WooCommerce Developer,Part Time,Remote,Wayed,"Cairo, Egypt",Posted 1 month ago,75,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,10000 To 14000 EGP Per Month,IT/Software Development,"['APIs', 'HTML', 'CSS', 'Javascript', 'MySQL', 'PHP', 'Wordpress', 'E-commerce', 'SEO', 'Information Technology (IT)', 'Computer Science', 'WooCommerce']"
Sharepoint Developer,Full Time,Remote,ysolution,"New Damietta, Damietta",Posted 27 days ago,8,1 open position,More Than 2 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Computer Science', 'sharepoint online', 'Sharepoint', 'Software Development', 'Information Technology (IT)']"
GRC Supervisor,Full Time,On-site,Sky Holding,"Maadi, Cairo",Posted 1 month ago,9,1 open position,7 To 9 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['complaince', 'risk', 'regulations']"
Web&App Developer,Full Time,On-site,SSI,"Alexandria, Egypt",Posted 20 days ago,41,10 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,1000 To 20000 EGP Per Month,IT/Software Development,"['App developer', 'app', 'Computer Science', 'developer', 'Information Technology (IT)', 'Software Development', 'Web Development', 'Web']"
Sales Representative,Full Time,Hybrid,Professional for Trading and Logistics,"Alexandria, Egypt",Posted 2 months ago,53,3 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commissions And Bonus",Customer Service/Support,"['Business Administration', 'Communication', 'Customer Service', 'CRM', 'Microsoft Office', 'Negotiation', 'Sales', 'sales skills', 'Sales Target']"
HR Operations Manager,Full Time,On-site,Just HR,"Nasr City, Cairo",Posted 18 days ago,206,1 open position,5 To 7 Years,Manager,Not Specified,"16000 To 18000 EGP Per Month, Annual Bonus Medical Insurance",Human Resources,"['Payroll', 'Personnel', 'Personnel Management']"
Electrical Site Engineering,Full Time,On-site,Talaat Moustafa Group,"New Cairo, Cairo",Posted 1 month ago,130,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Electrical Engineering', 'Engineering', 'Mechanical Engineering']"
Medical Sales Representative,Full Time,On-site,DiaMed,"Mokattam, Cairo",Posted 7 days ago,23,2 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Males Preferred,Customer Service/Support,"['Biomedical', 'Communication skills', 'sales skills', 'Customer Service', 'Veterinary', 'Sales']"
Collection Specialist with French,Full Time,Hybrid,Genpact,"New Cairo, Cairo",Posted 24 days ago,14,4 open positions,2 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Collection', 'Accounting', 'Analysis', 'English']"
Logistic Specialist,Full Time,On-site,M&A Glass Processing Company,"6th of October, Giza",Posted 13 days ago,75,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Logistics', 'Supply Chain', 'Business Administration', 'Communication skills', 'Purchasing']"
Public Relations Manager,Full Time,On-site,El Forsan,"10th of Ramadan City, Cairo",Posted 6 days ago,19,1 open position,More Than 12 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Advertising', 'communications', 'Marketing', 'media', 'Public Relations', 'Public Relations (PR)', 'Social Media', 'Planning', 'Editing']"
Accounts Receivables,Full Time,Accounting,Ihgarmyhotels,"Kuwait City, Kuwait",Posted 2 days ago,8,1 open position,Not Specified,Not Specified,Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'Financial Analysis', 'Accounts Receivable', 'Financial Management', 'Accounts Payable', 'Microsoft Office', 'Commerce', 'AR', 'ERP', 'Microsoft Excel', 'English', 'Accounts Receivables', 'Computer Skills', 'SAP', 'Financial Statements', 'Account Receivable', 'AP', '', '']"
Vendor Management,Full Time,On-site,Bnaia,"Maadi, Cairo",Posted 1 month ago,32,2 open positions,More Than 2 Years,Experienced (Non-Manager),Not Specified,"Confidential, Attractive Salary Commission And Incentive Package",Logistics/Supply Chain,"['analytical', 'Data Analysis', 'Logistics', 'Management', 'Marketing', 'Purchasing', 'Sales', 'Supply Chain', 'Vendor Management', 'Business Development', 'Vendors', 'Vendor Development', 'Category Management', 'Engineering', 'Account Management', 'Accounts Payable', '', '']"
Sales & Marketing Executive,Full Time,On-site,international Egyptian Lawyers Law Firm,"Sharm Alsheikh, South Sinai",Posted 2 months ago,11,10 open positions,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Marketing', 'Sales', 'Social Media', 'sales skills', 'Sales Target', 'Market Research', 'Communication', 'CRM', 'Business Administration']"
Civil Engineer,Full Time,Remote,,234,Posted 1 month ago,234,2 open positions,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,2000 To 5000 AED Per Month,Engineering - Construction/Civil/Architecture,"['Estimator', 'quantity survey', 'sigange', 'Architecture', 'Architectural Engineering', 'AutoCAD Architecture', 'Architecture Design']"
Area Sales Manager ( North Upper Egypt ),Full Time,On-site,VOW home appliances,"Cairo, Egypt",Posted 26 days ago,66,1 open position,10 To 15 Years,Manager,Not Specified,"Confidential, Commission&Bonus",Sales/Retail,"['Home appliances', 'Leadership', 'Sales', 'Sales Target', 'Negotiation', 'client']"
Environmental Engineer - Code 102/25,Full Time,On-site,,"Cairo, Egypt",Posted 2 months ago,56,3 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,R&D/Science,"['Environmental Engineering', 'Environmental Science', 'EIA', 'ESIA', 'Environmental', 'HSE', 'Science', 'Communication skills', 'Computer Skills', 'Scientific', 'Engineering']"
Solutions Consultant ( EdTech),Full Time,On-site,Nahdet Misr Publishing Group,"Mohandessin, Giza",Posted 2 months ago,8,1 open position,6 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['Pre-Sales', 'Consultant', 'Sales']"
Sales Executive,Full Time,On-site,Ebedi Iron & Steel - GlobXp,"New Cairo, Cairo",Posted 12 days ago,8,2 open positions,4 To 6 Years,Experienced (Non-Manager),Not Specified,"Confidential, Fixed Salary + Commissions Will Applied",Sales/Retail,"['Customer Service', 'Sales', 'Marketing', 'Sales Executive', 'CRM', 'Business Administration', 'Sales Target']"
Cement Sales Supervisor,Full Time,Hybrid,Ostool Transport,"6th of October, Giza",Posted 1 month ago,10,1 open position,6 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['cement', 'sales skills', 'Sales Target', 'negotiation skills', 'Client Relationships', 'business']"
Interior Designer,Full Time,On-site,Emara designs,"Mansoura, Dakahlia",Posted 1 month ago,12,2 open positions,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['3d max', 'AutoCAD', 'Interior Design', 'Adobe Photoshop', 'Creativity', 'Design', 'photoshop', 'Projects', '3D', 'Max', 'Architecture']"
Project Engineer,Full Time,On-site,,"6th of October, Giza",Posted 13 days ago,24,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Project/Program Management,"['Management', 'Mechanical Engineering', 'Project Management', 'Project', 'Planning', 'AutoCAD', 'Design', 'Electrical Engineering', 'Engineering']"
Personnel Manager,Full Time,On-site,,"Heliopolis, Cairo",Posted 11 days ago,133,1 open position,8 To 10 Years,Manager,Bachelor'S Degree,Male,Human Resources,"['Personnel', 'Human Resources (HR)', 'Employee Relations', 'Labor Law', 'Labor', 'Law', 'Insurance', 'Social Insurance', 'HR']"
Technical office Engineer,Full Time,On-site,Energya Cables,"10th of Ramadan City, Cairo",Posted 19 days ago,61,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Electrical Engineering', 'Electrical', 'Engineering']"
Plant Director,Full Time,On-site,Country Stone,"Badr City, Cairo",Posted 10 days ago,29,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,Males Preferred,Administration,"['Administration', 'Management']"
Branches Sales Manager,Full Time,On-site,Maxevia Corporate,"Cairo, Egypt",Posted 8 days ago,65,1 open position,5 To 9 Years,Manager,Not Specified,20000 To 25000 EGP Per Month,Customer Service/Support,"['Customer Service', 'Sales Manager', 'Sales Target', 'Manager', 'sales skills']"
"CMA, CFA, IFRS ,Supply chain Instructors",Part Time,On-site,Inacthouse,"Nasr City, Cairo",Posted 26 days ago,20,1 open position,1 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'CFA', 'CMA', 'CPA', 'Education', 'Finance', 'Teaching']"
Tour Operator - Quotation Management Officer,Full Time,On-site,Almosafer,"Mohandessin, Giza",Posted 18 days ago,74,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Customer Service/Support,"['Customer Service', 'Management', 'Tourism', 'Travel', 'Customer Support', 'touroperator', 'Amadeus gds', 'gds', 'Sabre GDS', 'Galileo', 'Quotation Management', 'Tour operator']"
Biomedical Maintenance Engineer,Full Time,Remote,Scientific Medical Equipment Co.,"Cairo, Egypt",Posted 1 month ago,45,2 open positions,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Males Preferred,Installation/Maintenance/Repair,"['Electrical', 'Biomedical', 'Maintenance', 'X-ray']"
Executive Personal Assistant,Full Time,On-site,,"Cairo, Egypt",Posted 11 days ago,106,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Communication', 'Time Management', 'Attention to Detail', 'Discretion and Confidentiality', 'Administration', 'Microsoft Office', 'Problem-Solving', 'Multitasking']"
Senior Logistics Coordinator and Administrator,Full Time,On-site,,"6th of October, Giza",Posted 1 month ago,81,1 open position,8 To 15 Years,Manager,Bachelor'S Degree,"Confidential, Health Insurance, Bonus",Logistics/Supply Chain,"['Logistics', 'Coordinator', 'Import', 'Supply Chain']"
Engineering Manager,Full Time,On-site,AUG Pharma,"6th of October, Giza",Posted 2 months ago,61,1 open position,5 To 7 Years,Manager,Not Specified,Confidential,Manufacturing/Production,"['Mechanical Engineering', 'Mechanical', 'Pharmaceutical', 'Engineering']"
Sales Representative,Full Time,On-site,Oraby leather Products,"Cairo, Egypt",Posted 28 days ago,17,2 open positions,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Sales', 'Fashion Retail', 'footwear', 'Public Relations (PR)', 'Communication', 'Communication skills', 'Customer Service', 'Retail', 'Retail Sales', 'sales skills', 'Sales Target']"
Quality Assurance Specialist,Full Time,On-site,Crop Zones,"Shebeen Alqanater, Qalubia",Posted 1 month ago,116,2 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Manufacturing/Production,"['Quality Assurance', 'Control', 'farm', 'Insurance', 'Medical Insurance', 'QA', 'Warehouse', 'Quality Control', 'Factory', 'quality', 'assurance', 'concepts', 'Environment']"
Personal Assistant - law Firm,Full Time,On-site,Almadani,"New Heliopolis, Cairo",Posted 1 month ago,113,1 open position,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Administration', 'English', 'communications', 'Microsoft Office', 'Personal', 'Management', 'office', 'Office management', 'Secretary', 'Time Management']"
Accountant,Full Time,On-site,7 Cube,"Shorouk City, Cairo",Posted 1 month ago,58,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions Yearly",Accounting/Finance,"['Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'CMA', 'CPA', 'excel', 'GAAP', 'General Ledger', 'Accounting Software', 'MS Excel']"
Sales Agent,Full Time,Hybrid,E.W.T Trading,"Cairo, Egypt",Posted 2 months ago,26,4 open positions,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,6000 To 8000 EGP Per Month,Sales/Retail,"['Sales', 'Automotive', 'sales skills', 'Sales Target', 'Communication', 'cars']"
Business Intelligence Specialist,Full Time,On-site,Biddex,"Cairo, Egypt",Posted 19 days ago,91,1 open position,1 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['Business Development', 'Business Administration', 'Management', 'Sales', 'BI']"
Human Resources Supervisor,Full Time,On-site,,"Sheraton, Cairo",Posted 1 month ago,134,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['HR', 'Business Administration', 'Human Resources', 'Human Resources (HR)', 'Recruiter', 'Recruitment', 'Training', 'Software', 'Personnel', 'Microsoft Office', 'employment', 'business', 'Administration']"
Technical Support Engineer - TV & Media Products,Full Time,On-site,LG Electronics,"Katameya, Cairo",Posted 12 days ago,76,1 open position,3 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Company Transportation , Social , Life & Medical Insurance , Bonus",Installation/Maintenance/Repair,"['Electronics', 'Technical Support', 'Computer Skills', 'Microsoft Office', 'English', 'Engineering', 'Communication', 'SVC', 'Computer Science', 'Information Technology (IT)']"
Graphic Designer,Full Time,On-site,Media Gate,"Cairo, Egypt",Posted 1 month ago,43,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,15000 To 20000 EGP Per Month,Creative/Design/Art,"['Adobe Photoshop', 'Adobe illustrator', 'Design', 'Designer', 'Graphic Design', 'graphic designer', 'Graphic', 'Arts', 'dreamweaver', 'Fine Arts', 'illustrator', 'indesign', 'photoshop', 'Software']"
Civil QC Engineer,Full Time,On-site,El Mansour Development,"Mokattam, Cairo",Posted 2 months ago,107,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Civil', 'Civil Engineering', 'QC Engineer', 'QC', 'Site', 'Construction']"
Trade Marketing Specialist,Full Time,On-site,BTC-Egypt Gold,"Heliopolis, Cairo",Posted 1 month ago,58,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Sales', 'Marketing', 'Social Media', 'Trade marketing', 'media', 'English', 'E-Marketing', 'Computer Skills', 'Trade', 'Communication', 'Mass Communication']"
IT Section Head,Full Time,On-site,,"Nasr City, Cairo",Posted 2 months ago,313,1 open position,10 To 15 Years,Manager,Not Specified,Confidential,IT/Software Development,"['CCNA', 'Communication', 'Computer Science', 'IT', 'computer']"
OD supervisor,Full Time,On-site,COB Solution,"Maadi, Cairo",Posted 24 days ago,40,1 open position,5 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['OD', 'Administration', 'Development', 'HR', 'Human Resources (HR)', 'Organization Development', 'Organizational Development', 'Training', 'Organization development']"
Electrical service manager,Full Time,Hybrid,CONTROL PLUS TRADING,"Haram, Giza",Posted 1 month ago,22,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Customer Service/Support,"['Electrical', 'Customer Service', 'AutoCAD', 'Troubleshooting', 'Electrical Engineering']"
Events Planner,Full Time,On-site,Cosmofun,"Helwan, Cairo",Posted 9 days ago,19,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 12000 EGP Per Month, Sales Commission",Customer Service/Support,"['Event planner', 'Event Planning', 'Public Relations (PR)', 'Marketing', 'Communication']"
Senior Sales & Business Development Manager,Full Time,Hybrid,Suez Canal container Terminal,"Port Said, Egypt",Posted 10 days ago,23,1 open position,More Than 8 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Business Development,"['Leadership', 'Business Development', 'Sales']"
Designer Architect,Full Time,On-site,CSCEC Egypt,"New Capital, Cairo",Posted 17 days ago,16,3 open positions,2 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Engineering', 'Architecture']"
Infrastructure Site Engineer,Full Time,On-site,Mashareq,"Ain Sokhna, Suez",Posted 25 days ago,22,1 open position,7 To 9 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering']"
Real Estate Advisor,Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 2 months ago,23,1 open position,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['broker', 'Communication', 'Experience', 'Negotiation', 'office', 'Real Estate', 'Real Estate Agent', 'Sales', 'sales skills', 'Sales Target', 'Customer Service', 'Customer Support', 'Telesales', 'Telecommunication', 'Telecom', 'Marketing', 'Online Marketing', 'Lead Generation', 'Sales Leads', '', '', '']"
Senior Full Stack Developer,Full Time,Hybrid,TAS AI,"Heliopolis, Cairo",Posted 1 month ago,34,1 open position,5 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['larval', 'Development', 'AWS', 'PHP', 'Software Development', 'Agile', 'APIs', 'Computer Science', 'Git', 'Information Technology (IT)', 'JavaScript', 'Laravel', 'MySQL']"
Marketing Manager,Full Time,On-site,Pharos University in Alexandria,"Smouha, Alexandria",Posted 1 month ago,57,1 open position,10 To 15 Years,Manager,Not Specified,Confidential,Business Development,"['Advertising', 'Digital Marketing', 'digital marketing', 'Market Research', 'Marketing', 'Social Media', 'Online Marketing', 'Marketing Online', 'Marketing Research', 'media', 'Event Planning']"
Embedded Systems Engineer,Full Time,On-site,Wissam Electronics,"6th of October, Giza",Posted 1 month ago,82,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Telecom/Technology,"['Embedded Systems', 'Design']"
Export Operation Specialist,Full Time,On-site,,"Cairo, Egypt",Posted 2 days ago,38,3 open positions,4 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Logistics', 'Import / Export', 'Export Sales', 'Export Development', 'Freight Forwarding', 'Shipping', 'export operation', 'Ocean Freight', 'Air Freight', 'Communication', 'Communication skills', 'English', 'Export', 'Industry', 'Microsoft', 'Microsoft Office', 'Operations', 'Supply Chain']"
Legal Partner,Full Time,On-site,ECC Group,"Nasr City, Cairo",Posted 3 days ago,12,1 open position,5 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Education/Teaching,"['Leadership', 'Decision Making', 'Legal Affairs', 'Legal Documents', 'Legal compliance', 'Legal Management', 'Legal Consulting']"
Head OF Technical,Full Time,On-site,,"Cairo, Egypt",Posted 1 month ago,31,1 open position,12 To 15 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Electrical', 'Engineering', 'Maintenance', 'technical', 'Management', 'Management Skills', 'industrial Sector', 'Maintenance Workshops']"
Senior Full Stack Developer .Net + Angular,Full Time,Hybrid,ICIS,"New Cairo, Cairo",Posted 1 month ago,72,5 open positions,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Engineering', 'Computer Science', 'Information Technology (IT)', 'Oracle', 'SQL', 'Asp.Net', 'MVC', 'HTML5', 'CSS', 'AJAX', 'jQuery', 'javaScript', 'XML', 'AngularJS', 'ASP.NET', 'Web Development', 'Web Design', '.NET', 'Angularjs', 'Angular 6', 'HTML', 'JavaScript', 'CSS3', 'Wireframes', '', '', '', '', '', '', '']"
Export Sales Specialist,Full Time,On-site,Goldentex,"10th of Ramadan City, Cairo",Posted 14 days ago,29,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication', 'Export Sales', 'Export', 'Supply Chain', 'Trade', 'Administration', 'business', 'Business Administration', 'Customer Service', 'English', 'Microsoft Office', 'Operations', 'sales skills']"
Branch Manager Background (HVAC / Constraction/ Projects),Full Time,On-site,Bavaria Egypt,"Hurghada, Red Sea",Posted 28 days ago,21,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Branch', 'Manager', 'Branch Management', 'business', 'Administration', 'Sales']"
Senior Planning Engineer,Full Time,On-site,Wadi Degla Clubs Company,"Maadi, Cairo",Posted 1 month ago,33,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Other,"['Planning', 'Engineering']"
Front office/Receptionist,Full Time,Hybrid,,"New Cairo, Cairo",Posted 1 month ago,71,4 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Communication', 'Office management', 'office', 'receptionist', 'Customer Service', 'Admin', 'Front Office', 'Skills', 'Management', 'Microsoft', 'Microsoft Office', 'Office Equipment']"
PMIS Engineer,Full Time,On-site,Rowad Modern Engineering,"Cairo, Egypt",Posted 2 months ago,35,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Engineering', 'Project Management', 'Computer Science', 'Primavera', 'Information Technology (IT)', 'Construction']"
Deputy Housekeeping Manager,Full Time,On-site,Wadi Degla Clubs Company,"Cairo, Egypt",Posted 16 days ago,25,1 open position,0 To 5 Years,Manager,Diploma,Confidential,Hospitality/Hotels/Food Services,"['Management', 'Operations', 'Housekeeping', 'Hospitality']"
